Icon,Name,Start Time,Grid Northing (m),Grid Easting (m),Elevation (m),Code,Solution Type,PP Correction Status,Control,Note,Photo Notes,Layer,Source,Std Dev n (m),Std Dev e (m),Std Dev u (m),Std Dev Hz (m),Color,Point Symbol,Antenna Type,Antenna Height (m),Ant Height Method,Stop Time,Duration,GPS Satellites,GLONASS Satellites,PDOP,HDOP,VDOP,Geoid Separation (m),Weighted residual n (m),Weighted residual e (m),Weighted residual u (m)
 ,20240720105450 2024-07-20 11:08:04.182249500 AM,7/20/2024 11:08,3490204.928,220181.831,2668.207,USER,Fixed,Corrected,None,184, ,BYCODE(0), ,0.011,0.013,0.014,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.84,0.77,1.672, , , , 
 ,20240720105450 2024-07-20 11:08:00.195638400 AM,7/20/2024 11:08,3490169.351,220199.314,2668.67,USER,Fixed,Corrected,None,182, ,BYCODE(0), ,0.011,0.013,0.014,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.841,0.77,1.672, , , , 
 ,20240720105450 2024-07-20 11:07:58.173162700 AM,7/20/2024 11:07,3490151.265,220208.384,2668.799,USER,Fixed,Corrected,None,181, ,BYCODE(0), ,0.011,0.013,0.014,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.841,0.77,1.672, , , , 
 ,20240720105450 2024-07-20 11:08:02.191032400 AM,7/20/2024 11:08,3490187.156,220190.524,2668.564,USER,Fixed,Corrected,None,183, ,BYCODE(0), ,0.011,0.013,0.014,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.84,0.77,1.672, , , , 
 ,20240720105450 2024-07-20 11:08:06.186106400 AM,7/20/2024 11:08,3490222.991,220172.839,2668.181,USER,Fixed,Corrected,None,185, ,BYCODE(0), ,0.011,0.013,0.014,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.84,0.77,1.671, , , , 
 ,20240720105450 2024-07-20 11:08:08.181662300 AM,7/20/2024 11:08,3490240.75,220163.868,2668.424,USER,Fixed,Corrected,None,186, ,BYCODE(0), ,0.011,0.013,0.014,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.84,0.77,1.671, , , , 
 ,20240720105450 2024-07-20 11:08:10.185658200 AM,7/20/2024 11:08,3490258.734,220154.951,2668.651,USER,Fixed,Corrected,None,187, ,BYCODE(0), ,0.011,0.013,0.014,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.84,0.77,1.671, , , , 
 ,20240720105450 2024-07-20 11:08:12.179415000 AM,7/20/2024 11:08,3490276.562,220146.204,2668.78,USER,Fixed,Corrected,None,188, ,BYCODE(0), ,0.011,0.013,0.014,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.84,0.77,1.671, , , , 
 ,20240720105450 2024-07-20 11:08:14.173368200 AM,7/20/2024 11:08,3490294.454,220137.304,2668.722,USER,Fixed,Corrected,None,189, ,BYCODE(0), ,0.011,0.013,0.014,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.84,0.77,1.671, , , , 
 ,20240720105450 2024-07-20 11:08:16.168897200 AM,7/20/2024 11:08,3490312.312,220128.583,2668.633,USER,Fixed,Corrected,None,190, ,BYCODE(0), ,0.011,0.013,0.014,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.839,0.77,1.671, , , , 
 ,20240720105450 2024-07-20 11:08:18.179142700 AM,7/20/2024 11:08,3490330.304,220119.593,2668.421,USER,Fixed,Corrected,None,191, ,BYCODE(0), ,0.011,0.013,0.014,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.839,0.77,1.67, , , , 
 ,20240720105450 2024-07-20 11:08:22.160169600 AM,7/20/2024 11:08,3490365.989,220101.959,2668.367,USER,Fixed,Corrected,None,193, ,BYCODE(0), ,0.011,0.013,0.014,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.839,0.77,1.67, , , , 
 ,20240720105450 2024-07-20 11:08:26.182781000 AM,7/20/2024 11:08,3490401.923,220084.217,2668.267,USER,Fixed,Corrected,None,195, ,BYCODE(0), ,0.011,0.013,0.014,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.839,0.77,1.67, , , , 
 ,20240720105450 2024-07-20 11:08:30.165964800 AM,7/20/2024 11:08,3490437.504,220066.464,2668.276,USER,Fixed,Corrected,None,197, ,BYCODE(0), ,0.011,0.012,0.014,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.838,0.77,1.669, , , , 
 ,20240720105450 2024-07-20 11:08:24.183067100 AM,7/20/2024 11:08,3490384.103,220093.04,2668.434,USER,Fixed,Corrected,None,194, ,BYCODE(0), ,0.011,0.013,0.014,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.839,0.77,1.67, , , , 
 ,20240720105450 2024-07-20 11:08:20.172969800 AM,7/20/2024 11:08,3490348.17,220110.716,2668.28,USER,Fixed,Corrected,None,192, ,BYCODE(0), ,0.011,0.013,0.014,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.839,0.77,1.67, , , , 
 ,20240720105450 2024-07-20 11:08:28.172226900 AM,7/20/2024 11:08,3490419.722,220075.35,2668.156,USER,Fixed,Corrected,None,196, ,BYCODE(0), ,0.011,0.013,0.014,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.838,0.77,1.669, , , , 
 ,20240720105450 2024-07-20 11:08:34.186914200 AM,7/20/2024 11:08,3490473.498,220048.628,2668.463,USER,Fixed,Corrected,None,199, ,BYCODE(0), ,0.011,0.012,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.838,0.77,1.669, , , , 
 ,20240720105450 2024-07-20 11:08:32.159829900 AM,7/20/2024 11:08,3490455.305,220057.6,2668.328,USER,Fixed,Corrected,None,198, ,BYCODE(0), ,0.011,0.012,0.014,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.838,0.77,1.669, , , , 
 ,20240720105450 2024-07-20 11:08:36.159697500 AM,7/20/2024 11:08,3490491.055,220039.875,2668.449,USER,Fixed,Corrected,None,200, ,BYCODE(0), ,0.011,0.012,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.838,0.77,1.669, , , , 
 ,20240720105450 2024-07-20 11:08:38.155409800 AM,7/20/2024 11:08,3490509.052,220031.106,2668.436,USER,Fixed,Corrected,None,201, ,BYCODE(0), ,0.011,0.012,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.838,0.77,1.668, , , , 
 ,20240720105450 2024-07-20 11:08:40.178181400 AM,7/20/2024 11:08,3490527.252,220022.166,2668.625,USER,Fixed,Corrected,None,202, ,BYCODE(0), ,0.011,0.012,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.837,0.77,1.668, , , , 
 ,20240720105450 2024-07-20 11:08:42.165446500 AM,7/20/2024 11:08,3490544.672,220013.371,2668.542,USER,Fixed,Corrected,None,203, ,BYCODE(0), ,0.011,0.012,0.013,0.016,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.837,0.77,1.668, , , , 
 ,20240720105450 2024-07-20 11:08:48.177700500 AM,7/20/2024 11:08,3490598.73,219986.593,2668.488,USER,Fixed,Corrected,None,206, ,BYCODE(0), ,0.011,0.012,0.013,0.016,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.837,0.77,1.667, , , , 
 ,20240720105450 2024-07-20 11:08:50.169393800 AM,7/20/2024 11:08,3490616.333,219977.859,2667.77,USER,Fixed,Corrected,None,207, ,BYCODE(0), ,0.011,0.012,0.013,0.016,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.836,0.77,1.667, , , , 
 ,20240720105450 2024-07-20 11:08:46.186185400 AM,7/20/2024 11:08,3490580.966,219995.434,2668.268,USER,Fixed,Corrected,None,205, ,BYCODE(0), ,0.011,0.012,0.013,0.016,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.837,0.77,1.668, , , , 
 ,20240720105450 2024-07-20 11:08:44.157053700 AM,7/20/2024 11:08,3490562.48,220004.562,2668.125,USER,Fixed,Corrected,None,204, ,BYCODE(0), ,0.011,0.012,0.013,0.016,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.837,0.77,1.668, , , , 
 ,20240720105450 2024-07-20 11:08:52.160948000 AM,7/20/2024 11:08,3490634.171,219969.122,2667.257,USER,Fixed,Corrected,None,208, ,BYCODE(0), ,0.011,0.012,0.013,0.016,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.836,0.77,1.667, , , , 
 ,20240720105450 2024-07-20 11:08:54.185690400 AM,7/20/2024 11:08,3490652.282,219960.038,2667.188,USER,Fixed,Corrected,None,209, ,BYCODE(0), ,0.011,0.012,0.013,0.016,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.836,0.77,1.667, , , , 
 ,20240720105450 2024-07-20 11:08:56.187449500 AM,7/20/2024 11:08,3490670.171,219951.135,2667.14,USER,Fixed,Corrected,None,210, ,BYCODE(0), ,0.011,0.012,0.013,0.016,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.836,0.77,1.666, , , , 
 ,20240720105450 2024-07-20 11:09:19.044019700 AM,7/20/2024 11:09,3490832.833,219870.273,2667.295,USER,Fixed,Corrected,None,220, ,BYCODE(0), ,0.011,0.012,0.013,0.016,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.834,0.771,1.664, , , , 
 ,20240720105450 2024-07-20 11:09:10.167808100 AM,7/20/2024 11:09,3490795.417,219889.073,2668.237,USER,Fixed,Corrected,None,217, ,BYCODE(0), ,0.011,0.012,0.013,0.016,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.835,0.771,1.665, , , , 
 ,20240720105450 2024-07-20 11:09:12.155124400 AM,7/20/2024 11:09,3490813.009,219880.347,2667.604,USER,Fixed,Corrected,None,218, ,BYCODE(0), ,0.011,0.012,0.013,0.016,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.834,0.771,1.665, , , , 
 ,20240720105450 2024-07-20 11:09:08.174147800 AM,7/20/2024 11:09,3490777.688,219897.887,2668.169,USER,Fixed,Corrected,None,216, ,BYCODE(0), ,0.011,0.012,0.013,0.016,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.835,0.771,1.665, , , , 
 ,20240720105450 2024-07-20 11:09:14.546534100 AM,7/20/2024 11:09,3490830.139,219871.355,2667.48,USER,Fixed,Corrected,None,219, ,BYCODE(0), ,0.011,0.012,0.013,0.016,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.834,0.771,1.664, , , , 
 ,20240720105450 2024-07-20 11:09:28.010823500 AM,7/20/2024 11:09,3490849.249,219895.622,2667.646,USER,Fixed,Corrected,None,222, ,BYCODE(0), ,0.011,0.012,0.013,0.016,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.833,0.771,1.663, , , , 
 ,20240720105450 2024-07-20 11:09:23.012348700 AM,7/20/2024 11:09,3490844.832,219888.59,2667.368,USER,Fixed,Corrected,None,221, ,BYCODE(0), ,0.011,0.012,0.013,0.016,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.833,0.771,1.663, , , , 
 ,20240720105450 2024-07-20 11:09:31.699674800 AM,7/20/2024 11:09,3490829.287,219905.584,2667.68,USER,Fixed,Corrected,None,223, ,BYCODE(0), ,0.011,0.012,0.013,0.016,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.833,0.771,1.663, , , , 
 ,20240720105450 2024-07-20 11:09:37.705323700 AM,7/20/2024 11:09,3490775.397,219932.31,2667.789,USER,Fixed,Corrected,None,226, ,BYCODE(0), ,0.012,0.012,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.832,0.771,1.662, , , , 
 ,20240720105450 2024-07-20 11:09:35.684612800 AM,7/20/2024 11:09,3490793.413,219923.323,2667.63,USER,Fixed,Corrected,None,225, ,BYCODE(0), ,0.011,0.012,0.013,0.016,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.832,0.771,1.662, , , , 
 ,20240720105450 2024-07-20 11:09:33.695166300 AM,7/20/2024 11:09,3490811.218,219914.499,2667.474,USER,Fixed,Corrected,None,224, ,BYCODE(0), ,0.011,0.012,0.013,0.016,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.832,0.771,1.662, , , , 
 ,20240720105450 2024-07-20 11:09:39.696804000 AM,7/20/2024 11:09,3490757.704,219941.046,2668.043,USER,Fixed,Corrected,None,227, ,BYCODE(0), ,0.012,0.012,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.832,0.771,1.662, , , , 
 ,20240720105450 2024-07-20 11:09:41.692263400 AM,7/20/2024 11:09,3490739.811,219949.833,2668.278,USER,Fixed,Corrected,None,228, ,BYCODE(0), ,0.012,0.012,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.832,0.771,1.661, , , , 
 ,20240720105450 2024-07-20 11:09:43.683592600 AM,7/20/2024 11:09,3490722.07,219958.651,2668.345,USER,Fixed,Corrected,None,229, ,BYCODE(0), ,0.012,0.012,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.831,0.771,1.661, , , , 
 ,20240720105450 2024-07-20 11:09:45.708467200 AM,7/20/2024 11:09,3490704.043,219967.593,2668.331,USER,Fixed,Corrected,None,230, ,BYCODE(0), ,0.012,0.012,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.831,0.771,1.661, , , , 
 ,20240720105450 2024-07-20 11:09:47.704230500 AM,7/20/2024 11:09,3490686.293,219976.478,2668.267,USER,Fixed,Corrected,None,231, ,BYCODE(0), ,0.012,0.012,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.831,0.771,1.661, , , , 
 ,20240720105450 2024-07-20 11:09:49.689475100 AM,7/20/2024 11:09,3490668.488,219985.218,2668.195,USER,Fixed,Corrected,None,232, ,BYCODE(0), ,0.012,0.012,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.831,0.771,1.66, , , , 
 ,20240720105450 2024-07-20 11:09:51.680809500 AM,7/20/2024 11:09,3490650.737,219993.985,2668.122,USER,Fixed,Corrected,None,233, ,BYCODE(0), ,0.012,0.012,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.831,0.771,1.66, , , , 
 ,20240720105450 2024-07-20 11:09:53.703268300 AM,7/20/2024 11:09,3490632.642,220002.956,2668.019,USER,Fixed,Corrected,None,234, ,BYCODE(0), ,0.012,0.012,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.83,0.771,1.66, , , , 
 ,20240720105450 2024-07-20 11:10:01.692212300 AM,7/20/2024 11:10,3490561.383,220038.486,2668.02,USER,Fixed,Corrected,None,238, ,BYCODE(0), ,0.012,0.012,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.83,0.771,1.659, , , , 
 ,20240720105450 2024-07-20 11:09:57.681711200 AM,7/20/2024 11:09,3490597.172,220020.691,2667.906,USER,Fixed,Corrected,None,236, ,BYCODE(0), ,0.012,0.012,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.83,0.771,1.659, , , , 
 ,20240720105450 2024-07-20 11:09:55.692334700 AM,7/20/2024 11:09,3490614.891,220011.846,2667.989,USER,Fixed,Corrected,None,235, ,BYCODE(0), ,0.012,0.012,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.83,0.771,1.66, , , , 
 ,20240720105450 2024-07-20 11:09:59.704679000 AM,7/20/2024 11:09:60 AM,3490579.188,220029.76,2667.967,USER,Fixed,Corrected,None,237, ,BYCODE(0), ,0.012,0.012,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.83,0.771,1.659, , , , 
 ,20240720105450 2024-07-20 11:10:03.685933600 AM,7/20/2024 11:10,3490543.695,220047.463,2667.704,USER,Fixed,Corrected,None,239, ,BYCODE(0), ,0.012,0.012,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.829,0.771,1.659, , , , 
 ,20240720105450 2024-07-20 11:10:05.677382900 AM,7/20/2024 11:10,3490525.92,220056.191,2667.23,USER,Fixed,Corrected,None,240, ,BYCODE(0), ,0.012,0.012,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.829,0.771,1.658, , , , 
 ,20240720105450 2024-07-20 11:10:09.689629100 AM,7/20/2024 11:10,3490489.772,220073.981,2667.126,USER,Fixed,Corrected,None,242, ,BYCODE(0), ,0.012,0.012,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.829,0.772,1.658, , , , 
 ,20240720105450 2024-07-20 11:10:07.700159500 AM,7/20/2024 11:10,3490507.592,220065.053,2666.964,USER,Fixed,Corrected,None,241, ,BYCODE(0), ,0.012,0.012,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.829,0.771,1.658, , , , 
 ,20240720105450 2024-07-20 11:10:11.679205400 AM,7/20/2024 11:10,3490471.981,220082.864,2667.292,USER,Fixed,Corrected,None,243, ,BYCODE(0), ,0.012,0.012,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.828,0.772,1.658, , , , 
 ,20240720105450 2024-07-20 11:10:15.693488100 AM,7/20/2024 11:10,3490435.934,220100.626,2667.168,USER,Fixed,Corrected,None,245, ,BYCODE(0), ,0.013,0.012,0.014,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.828,0.772,1.657, , , , 
 ,20240720105450 2024-07-20 11:10:13.704194800 AM,7/20/2024 11:10,3490453.865,220091.828,2667.219,USER,Fixed,Corrected,None,244, ,BYCODE(0), ,0.013,0.012,0.014,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.828,0.772,1.657, , , , 
 ,20240720105450 2024-07-20 11:10:17.689156300 AM,7/20/2024 11:10,3490417.974,220109.553,2667.276,USER,Fixed,Corrected,None,246, ,BYCODE(0), ,0.013,0.012,0.014,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.828,0.772,1.657, , , , 
 ,20240720105450 2024-07-20 11:10:19.678771500 AM,7/20/2024 11:10,3490400.077,220118.405,2667.674,USER,Fixed,Corrected,None,247, ,BYCODE(0), ,0.013,0.012,0.014,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.828,0.772,1.657, , , , 
 ,20240720105450 2024-07-20 11:11:25.585539100 AM,7/20/2024 11:11,3489901.511,220390.571,2669.005,USER,Fixed,Corrected,None,277, ,BYCODE(0), ,0.013,0.013,0.014,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.82,0.773,1.648, , , , 
 ,20240720105450 2024-07-20 11:11:21.615404100 AM,7/20/2024 11:11,3489893.734,220370.135,2668.263,USER,Fixed,Corrected,None,276, ,BYCODE(0), ,0.013,0.013,0.014,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.821,0.773,1.648, , , , 
 ,20240720105450 2024-07-20 11:11:30.844099300 AM,7/20/2024 11:11,3489904.87,220397.397,2668.783,USER,Fixed,Corrected,None,278, ,BYCODE(0), ,0.013,0.013,0.014,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.819,0.773,1.647, , , , 
 ,20240720105450 2024-07-20 11:10:27.681887400 AM,7/20/2024 11:10,3490328.787,220153.83,2668.099,USER,Fixed,Corrected,None,251, ,BYCODE(0), ,0.013,0.012,0.014,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.827,0.772,1.656, , , , 
 ,20240720105450 2024-07-20 11:10:23.707287300 AM,7/20/2024 11:10,3490364.283,220136.249,2667.914,USER,Fixed,Corrected,None,249, ,BYCODE(0), ,0.013,0.012,0.014,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.827,0.772,1.656, , , , 
 ,20240720105450 2024-07-20 11:10:21.682567600 AM,7/20/2024 11:10,3490382.302,220127.274,2667.744,USER,Fixed,Corrected,None,248, ,BYCODE(0), ,0.013,0.012,0.014,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.827,0.772,1.656, , , , 
 ,20240720105450 2024-07-20 11:10:25.700951800 AM,7/20/2024 11:10,3490346.482,220145.144,2667.984,USER,Fixed,Corrected,None,250, ,BYCODE(0), ,0.013,0.012,0.014,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.827,0.772,1.656, , , , 
 ,20240720105450 2024-07-20 11:10:29.681658500 AM,7/20/2024 11:10,3490310.927,220162.614,2667.879,USER,Fixed,Corrected,None,252, ,BYCODE(0), ,0.013,0.012,0.014,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.827,0.772,1.655, , , , 
 ,20240720105450 2024-07-20 11:10:31.708292000 AM,7/20/2024 11:10,3490292.693,220171.703,2667.845,USER,Fixed,Corrected,None,253, ,BYCODE(0), ,0.013,0.012,0.014,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.826,0.772,1.655, , , , 
 ,20240720105450 2024-07-20 11:10:33.699685600 AM,7/20/2024 11:10,3490274.954,220180.571,2667.978,USER,Fixed,Corrected,None,254, ,BYCODE(0), ,0.013,0.012,0.014,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.826,0.772,1.655, , , , 
 ,20240720105450 2024-07-20 11:10:35.691162100 AM,7/20/2024 11:10,3490257.238,220189.436,2667.923,USER,Fixed,Corrected,None,255, ,BYCODE(0), ,0.013,0.012,0.014,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.826,0.772,1.655, , , , 
 ,20240720105450 2024-07-20 11:10:37.682613400 AM,7/20/2024 11:10,3490239.252,220198.273,2668.07,USER,Fixed,Corrected,None,256, ,BYCODE(0), ,0.013,0.012,0.014,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.826,0.772,1.654, , , , 
 ,20240720105450 2024-07-20 11:10:39.703167400 AM,7/20/2024 11:10,3490221.313,220207.291,2668.385,USER,Fixed,Corrected,None,257, ,BYCODE(0), ,0.013,0.012,0.014,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.825,0.772,1.654, , , , 
 ,20240720105450 2024-07-20 11:10:41.713151700 AM,7/20/2024 11:10,3490203.488,220216.006,2668.362,USER,Fixed,Corrected,None,258, ,BYCODE(0), ,0.013,0.012,0.014,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.825,0.772,1.654, , , , 
 ,20240720105450 2024-07-20 11:10:43.708527100 AM,7/20/2024 11:10,3490185.472,220224.865,2668.278,USER,Fixed,Corrected,None,259, ,BYCODE(0), ,0.013,0.012,0.014,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.825,0.772,1.654, , , , 
 ,20240720105450 2024-07-20 11:10:47.686799300 AM,7/20/2024 11:10,3490149.948,220242.477,2667.55,USER,Fixed,Corrected,None,261, ,BYCODE(0), ,0.013,0.012,0.014,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.825,0.772,1.653, , , , 
 ,20240720105450 2024-07-20 11:10:49.674123000 AM,7/20/2024 11:10,3490132.232,220251.452,2667.618,USER,Fixed,Corrected,None,262, ,BYCODE(0), ,0.013,0.012,0.014,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.824,0.772,1.653, , , , 
 ,20240720105450 2024-07-20 11:10:45.697508800 AM,7/20/2024 11:10,3490167.804,220233.63,2667.875,USER,Fixed,Corrected,None,260, ,BYCODE(0), ,0.013,0.012,0.014,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.825,0.772,1.653, , , , 
 ,20240720105450 2024-07-20 11:10:51.698720200 AM,7/20/2024 11:10,3490114.201,220260.419,2667.66,USER,Fixed,Corrected,None,263, ,BYCODE(0), ,0.013,0.012,0.014,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.824,0.772,1.653, , , , 
 ,20240720105450 2024-07-20 11:10:53.693840500 AM,7/20/2024 11:10,3490096.371,220269.23,2667.793,USER,Fixed,Corrected,None,264, ,BYCODE(0), ,0.013,0.012,0.014,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.824,0.772,1.652, , , , 
 ,20240720105450 2024-07-20 11:11:03.721509700 AM,7/20/2024 11:11,3490006.72,220313.76,2667.359,USER,Fixed,Corrected,None,269, ,BYCODE(0), ,0.013,0.012,0.014,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.823,0.772,1.651, , , , 
 ,20240720105450 2024-07-20 11:10:55.697811100 AM,7/20/2024 11:10,3490078.39,220278.105,2667.813,USER,Fixed,Corrected,None,265, ,BYCODE(0), ,0.013,0.012,0.014,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.824,0.772,1.652, , , , 
 ,20240720105450 2024-07-20 11:11:01.696807600 AM,7/20/2024 11:11,3490024.744,220304.777,2667.368,USER,Fixed,Corrected,None,268, ,BYCODE(0), ,0.013,0.012,0.014,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.823,0.772,1.651, , , , 
 ,20240720105450 2024-07-20 11:10:59.709554900 AM,7/20/2024 11:10:60 AM,3490042.51,220295.898,2667.575,USER,Fixed,Corrected,None,267, ,BYCODE(0), ,0.013,0.012,0.014,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.823,0.772,1.652, , , , 
 ,20240720105450 2024-07-20 11:10:57.722476000 AM,7/20/2024 11:10,3490060.292,220287.117,2667.789,USER,Fixed,Corrected,None,266, ,BYCODE(0), ,0.013,0.012,0.014,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.823,0.772,1.652, , , , 
 ,20240720105450 2024-07-20 11:11:05.710445600 AM,7/20/2024 11:11,3489989.001,220322.401,2667.187,USER,Fixed,Corrected,None,270, ,BYCODE(0), ,0.013,0.012,0.014,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.822,0.772,1.651, , , , 
 ,20240720105450 2024-07-20 11:11:07.697763400 AM,7/20/2024 11:11,3489971.089,220331.309,2667.178,USER,Fixed,Corrected,None,271, ,BYCODE(0), ,0.013,0.013,0.014,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.822,0.772,1.65, , , , 
 ,20240720105450 2024-07-20 11:11:09.720233700 AM,7/20/2024 11:11,3489953.018,220340.396,2667.125,USER,Fixed,Corrected,None,272, ,BYCODE(0), ,0.013,0.013,0.014,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.822,0.772,1.65, , , , 
 ,20240720105450 2024-07-20 11:11:11.707270400 AM,7/20/2024 11:11,3489935.342,220349.228,2667.198,USER,Fixed,Corrected,None,273, ,BYCODE(0), ,0.013,0.013,0.014,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.822,0.772,1.65, , , , 
 ,20240720105450 2024-07-20 11:11:13.698325200 AM,7/20/2024 11:11,3489917.453,220357.998,2667.382,USER,Fixed,Corrected,None,274, ,BYCODE(0), ,0.013,0.013,0.014,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.821,0.772,1.65, , , , 
 ,20240720105450 2024-07-20 11:11:15.822878400 AM,7/20/2024 11:11,3489899.836,220367.327,2667.518,USER,Fixed,Corrected,None,275, ,BYCODE(0), ,0.013,0.013,0.014,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.821,0.772,1.649, , , , 
