Icon,Name,Latitude,Longitude,Ell.Height (m),Code,Solution Type,PP Correction Status,Control,Note,Photo Notes,Layer,Source,Std Dev n (m),Std Dev e (m),Std Dev u (m),Std Dev Hz (m),Color,Point Symbol,Antenna Type,Antenna Height (m),Ant Height Method,Start Time,Stop Time,Duration,GPS Satellites,GLONASS Satellites,PDOP,HDOP,VDOP,Geoid Separation (m),Weighted residual n (m),Weighted residual e (m),Weighted residual u (m)
 ,20250903062512 2025-09-03 6:30:21.910978800 AM,32.4347587,55.30910817,1155.332,USER,Fixed,Corrected,None,15, ,BYCODE(0), ,0.012,0.011,0.011,0.016,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 6:30, , , , ,1.524,0.702,1.353, , , , 
 ,20250903062512 2025-09-03 6:30:24.369336400 AM,32.43491075,55.3089896,1155.542,USER,Fixed,Corrected,None,16, ,BYCODE(0), ,0.012,0.011,0.011,0.016,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 6:30, , , , ,1.525,0.702,1.353, , , , 
 ,20250903062512 2025-09-03 6:30:27.552281600 AM,32.4350391,55.30886438,1156.077,USER,Fixed,Corrected,None,17, ,BYCODE(0), ,0.012,0.011,0.011,0.016,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 6:30, , , , ,1.525,0.702,1.354, , , , 
 ,20250903062512 2025-09-03 6:30:28.279669300 AM,32.43503226,55.30884581,1156.102,USER,Fixed,Corrected,None,18, ,BYCODE(0), ,0.012,0.011,0.011,0.016,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 6:30, , , , ,1.525,0.702,1.354, , , , 
 ,20250903062512 2025-09-03 6:30:31.284117700 AM,32.43486334,55.30876498,1155.965,USER,Fixed,Corrected,None,19, ,BYCODE(0), ,0.012,0.011,0.011,0.016,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 6:30, , , , ,1.526,0.702,1.355, , , , 
 ,20250903062512 2025-09-03 6:30:33.295682900 AM,32.434687,55.30868761,1156.163,USER,Fixed,Corrected,None,20, ,BYCODE(0), ,0.012,0.011,0.011,0.016,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 6:30, , , , ,1.526,0.702,1.355, , , , 
 ,20250903062512 2025-09-03 6:30:35.265549200 AM,32.43451997,55.30861706,1156.371,USER,Fixed,Corrected,None,21, ,BYCODE(0), ,0.012,0.011,0.011,0.016,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 6:30, , , , ,1.526,0.702,1.355, , , , 
 ,20250903062512 2025-09-03 6:30:37.273214800 AM,32.43435069,55.30854585,1156.444,USER,Fixed,Corrected,None,22, ,BYCODE(0), ,0.012,0.011,0.011,0.016,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 6:30, , , , ,1.526,0.702,1.356, , , , 
 ,20250903062512 2025-09-03 6:30:39.239280900 AM,32.43418487,55.30847596,1156.675,USER,Fixed,Corrected,None,23, ,BYCODE(0), ,0.012,0.011,0.011,0.016,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 6:30, , , , ,1.527,0.702,1.356, , , , 
 ,20250903062512 2025-09-03 6:30:41.269746300 AM,32.43401328,55.30840349,1156.931,USER,Fixed,Corrected,None,24, ,BYCODE(0), ,0.012,0.011,0.011,0.016,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 6:30, , , , ,1.527,0.702,1.356, , , , 
 ,20250903062512 2025-09-03 6:30:43.242212500 AM,32.4338472,55.3083336,1156.966,USER,Fixed,Corrected,None,25, ,BYCODE(0), ,0.012,0.011,0.011,0.016,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 6:30, , , , ,1.527,0.701,1.357, , , , 
 ,20250903062512 2025-09-03 6:30:45.270477800 AM,32.43367581,55.30826059,1156.843,USER,Fixed,Corrected,None,26, ,BYCODE(0), ,0.012,0.011,0.011,0.016,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 6:30, , , , ,1.527,0.701,1.357, , , , 
 ,20250903062512 2025-09-03 6:30:47.259443500 AM,32.4335081,55.30818951,1156.837,USER,Fixed,Corrected,None,27, ,BYCODE(0), ,0.012,0.011,0.011,0.016,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 6:30, , , , ,1.528,0.701,1.357, , , , 
 ,20250903062512 2025-09-03 6:30:49.250509500 AM,32.43334019,55.30811863,1156.786,USER,Fixed,Corrected,None,28, ,BYCODE(0), ,0.012,0.011,0.011,0.016,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 6:30, , , , ,1.528,0.701,1.358, , , , 
 ,20250903062512 2025-09-03 6:30:51.245475300 AM,32.43317224,55.30804755,1156.574,USER,Fixed,Corrected,None,29, ,BYCODE(0), ,0.012,0.011,0.011,0.016,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 6:30, , , , ,1.528,0.701,1.358, , , , 
 ,20250903062512 2025-09-03 6:30:53.315439700 AM,32.43300243,55.30797639,1156.955,USER,Fixed,Corrected,None,30, ,BYCODE(0), ,0.012,0.011,0.011,0.016,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 6:30, , , , ,1.529,0.701,1.358, , , , 
 ,20250903062512 2025-09-03 6:30:55.736398200 AM,32.43292903,55.30791718,1157.508,USER,Fixed,Corrected,None,31, ,BYCODE(0), ,0.012,0.011,0.011,0.016,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 6:30, , , , ,1.529,0.701,1.359, , , , 
 ,20250903062512 2025-09-03 6:30:59.101940400 AM,32.43305565,55.30774942,1157.252,USER,Fixed,Corrected,None,32, ,BYCODE(0), ,0.012,0.011,0.011,0.016,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 6:30, , , , ,1.529,0.701,1.359, , , , 
 ,20250903062512 2025-09-03 6:31:01.560098200 AM,32.43318232,55.3076397,1157.746,USER,Fixed,Corrected,None,33, ,BYCODE(0), ,0.012,0.011,0.011,0.016,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 6:31, , , , ,1.53,0.701,1.36, , , , 
 ,20250903062512 2025-09-03 6:31:04.147653300 AM,32.43335746,55.30770109,1157.455,USER,Fixed,Corrected,None,34, ,BYCODE(0), ,0.012,0.011,0.011,0.016,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 6:31, , , , ,1.53,0.701,1.36, , , , 
 ,20250903062512 2025-09-03 6:31:06.138618900 AM,32.43353228,55.30777379,1157.045,USER,Fixed,Corrected,None,35, ,BYCODE(0), ,0.012,0.011,0.011,0.016,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 6:31, , , , ,1.53,0.701,1.36, , , , 
 ,20250903062512 2025-09-03 6:31:08.160984000 AM,32.43370448,55.30784662,1157.002,USER,Fixed,Corrected,None,36, ,BYCODE(0), ,0.012,0.011,0.011,0.016,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 6:31, , , , ,1.53,0.701,1.361, , , , 
 ,20250903062512 2025-09-03 6:31:10.148049600 AM,32.43387238,55.3079178,1156.776,USER,Fixed,Corrected,None,37, ,BYCODE(0), ,0.012,0.011,0.011,0.016,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 6:31, , , , ,1.531,0.701,1.361, , , , 
 ,20250903062512 2025-09-03 6:31:12.153615000 AM,32.43404226,55.30798939,1156.647,USER,Fixed,Corrected,None,38, ,BYCODE(0), ,0.012,0.011,0.011,0.016,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 6:31, , , , ,1.531,0.701,1.361, , , , 
 ,20250903062512 2025-09-03 6:31:14.144980400 AM,32.4342107,55.30805971,1156.693,USER,Fixed,Corrected,None,39, ,BYCODE(0), ,0.012,0.011,0.011,0.016,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 6:31, , , , ,1.531,0.701,1.362, , , , 
 ,20250903062512 2025-09-03 6:31:16.169445800 AM,32.43438234,55.30813192,1156.813,USER,Fixed,Corrected,None,40, ,BYCODE(0), ,0.012,0.011,0.011,0.016,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 6:31, , , , ,1.532,0.701,1.362, , , , 
 ,20250903062512 2025-09-03 6:31:18.141711700 AM,32.43454915,55.30820209,1156.746,USER,Fixed,Corrected,None,41, ,BYCODE(0), ,0.012,0.011,0.011,0.016,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 6:31, , , , ,1.532,0.701,1.362, , , , 
 ,20250903062512 2025-09-03 6:31:20.170177200 AM,32.43472074,55.30827436,1156.556,USER,Fixed,Corrected,None,42, ,BYCODE(0), ,0.012,0.011,0.011,0.016,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 6:31, , , , ,1.532,0.701,1.363, , , , 
 ,20250903062512 2025-09-03 6:31:22.165542600 AM,32.43488988,55.3083452,1156.436,USER,Fixed,Corrected,None,43, ,BYCODE(0), ,0.012,0.011,0.011,0.016,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 6:31, , , , ,1.532,0.7,1.363, , , , 
 ,20250903062512 2025-09-03 6:31:24.154908400 AM,32.43505844,55.30841625,1156.315,USER,Fixed,Corrected,None,44, ,BYCODE(0), ,0.012,0.011,0.011,0.016,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 6:31, , , , ,1.533,0.7,1.363, , , , 
 ,20250903062512 2025-09-03 6:31:26.160874100 AM,32.43522837,55.3084875,1156.104,USER,Fixed,Corrected,None,45, ,BYCODE(0), ,0.012,0.011,0.011,0.016,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 6:31, , , , ,1.533,0.7,1.364, , , , 
 ,20250903062512 2025-09-03 6:31:28.433435200 AM,32.43539594,55.30854241,1156.137,USER,Fixed,Corrected,None,46, ,BYCODE(0), ,0.012,0.011,0.011,0.016,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 6:31, , , , ,1.533,0.7,1.364, , , , 
 ,20250903062512 2025-09-03 6:31:29.163023000 AM,32.43544076,55.30853025,1156.234,USER,Fixed,Corrected,None,47, ,BYCODE(0), ,0.012,0.011,0.011,0.016,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 6:31, , , , ,1.533,0.7,1.364, , , , 
 ,20250903062512 2025-09-03 6:31:31.333385500 AM,32.43557571,55.30841843,1156.358,USER,Fixed,Corrected,None,48, ,BYCODE(0), ,0.012,0.011,0.011,0.016,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 6:31, , , , ,1.534,0.7,1.364, , , , 
 ,20250903062512 2025-09-03 6:31:34.514531100 AM,32.43570405,55.30829018,1156.764,USER,Fixed,Corrected,None,49, ,BYCODE(0), ,0.012,0.011,0.011,0.016,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 6:31, , , , ,1.534,0.7,1.365, , , , 
 ,20250903062512 2025-09-03 6:31:35.254318500 AM,32.43569686,55.30827133,1156.634,USER,Fixed,Corrected,None,50, ,BYCODE(0), ,0.012,0.011,0.011,0.016,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 6:31, , , , ,1.534,0.7,1.365, , , , 
 ,20250903062512 2025-09-03 6:31:38.223067800 AM,32.43552917,55.30819364,1156.564,USER,Fixed,Corrected,None,51, ,BYCODE(0), ,0.012,0.011,0.011,0.016,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 6:31, , , , ,1.535,0.7,1.366, , , , 
 ,20250903062512 2025-09-03 6:31:40.218133700 AM,32.43535363,55.30811784,1156.76,USER,Fixed,Corrected,None,52, ,BYCODE(0), ,0.012,0.011,0.011,0.016,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 6:31, , , , ,1.535,0.7,1.366, , , , 
 ,20250903062512 2025-09-03 6:31:42.213199600 AM,32.435184,55.30804515,1157.199,USER,Fixed,Corrected,None,53, ,BYCODE(0), ,0.012,0.011,0.011,0.016,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 6:31, , , , ,1.535,0.7,1.366, , , , 
 ,20250903062512 2025-09-03 6:31:44.206465500 AM,32.43501645,55.30797463,1157.224,USER,Fixed,Corrected,None,54, ,BYCODE(0), ,0.012,0.011,0.011,0.016,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 6:31, , , , ,1.535,0.7,1.367, , , , 
 ,20250903062512 2025-09-03 6:31:46.201531400 AM,32.43484729,55.30790346,1157.145,USER,Fixed,Corrected,None,55, ,BYCODE(0), ,0.012,0.011,0.011,0.016,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 6:31, , , , ,1.536,0.7,1.367, , , , 
 ,20250903062512 2025-09-03 6:31:48.221797000 AM,32.43467578,55.30783199,1157.255,USER,Fixed,Corrected,None,56, ,BYCODE(0), ,0.012,0.011,0.011,0.016,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 6:31, , , , ,1.536,0.7,1.367, , , , 
 ,20250903062512 2025-09-03 6:31:50.216862900 AM,32.43450792,55.30776197,1157.185,USER,Fixed,Corrected,None,57, ,BYCODE(0), ,0.012,0.011,0.011,0.016,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 6:31, , , , ,1.536,0.7,1.367, , , , 
 ,20250903062512 2025-09-03 6:31:52.205429100 AM,32.43434055,55.30769106,1156.952,USER,Fixed,Corrected,None,58, ,BYCODE(0), ,0.012,0.011,0.011,0.016,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 6:31, , , , ,1.536,0.7,1.368, , , , 
 ,20250903062512 2025-09-03 6:31:54.229594500 AM,32.43416866,55.3076176,1156.809,USER,Fixed,Corrected,None,59, ,BYCODE(0), ,0.012,0.011,0.011,0.016,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 6:31, , , , ,1.537,0.7,1.368, , , , 
 ,20250903062512 2025-09-03 6:31:56.220459900 AM,32.43400078,55.30754628,1156.745,USER,Fixed,Corrected,None,60, ,BYCODE(0), ,0.012,0.011,0.011,0.016,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 6:31, , , , ,1.537,0.7,1.368, , , , 
 ,20250903062512 2025-09-03 6:31:58.263624700 AM,32.43382771,55.30747273,1156.788,USER,Fixed,Corrected,None,61, ,BYCODE(0), ,0.012,0.011,0.011,0.016,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 6:31, , , , ,1.537,0.699,1.369, , , , 
 ,20250903062512 2025-09-03 6:32:00.240390500 AM,32.43365951,55.30740234,1157.022,USER,Fixed,Corrected,None,62, ,BYCODE(0), ,0.012,0.011,0.011,0.016,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 6:32, , , , ,1.537,0.699,1.369, , , , 
 ,20250903062512 2025-09-03 6:32:02.627949200 AM,32.43349642,55.30733342,1157.453,USER,Fixed,Corrected,None,63, ,BYCODE(0), ,0.012,0.011,0.011,0.016,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 6:32, , , , ,1.538,0.699,1.369, , , , 
 ,20250903062512 2025-09-03 6:32:04.089524000 AM,32.43346949,55.30729379,1157.619,USER,Fixed,Corrected,None,64, ,BYCODE(0), ,0.012,0.011,0.011,0.016,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 6:32, , , , ,1.538,0.699,1.37, , , , 
 ,20250903062512 2025-09-03 6:32:07.444466100 AM,32.43359519,55.30712759,1157.851,USER,Fixed,Corrected,None,65, ,BYCODE(0), ,0.012,0.011,0.011,0.016,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 6:32, , , , ,1.538,0.699,1.37, , , , 
 ,20250903062512 2025-09-03 6:32:09.900823600 AM,32.43372182,55.30701985,1157.936,USER,Fixed,Corrected,None,66, ,BYCODE(0), ,0.012,0.011,0.011,0.016,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 6:32, , , , ,1.539,0.699,1.371, , , , 
 ,20250903062512 2025-09-03 6:32:12.490378900 AM,32.43389764,55.30707891,1157.589,USER,Fixed,Corrected,None,67, ,BYCODE(0), ,0.012,0.011,0.011,0.016,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 6:32, , , , ,1.539,0.699,1.371, , , , 
 ,20250903062512 2025-09-03 6:32:14.485544200 AM,32.43407093,55.30715047,1157.069,USER,Fixed,Corrected,None,68, ,BYCODE(0), ,0.012,0.011,0.011,0.016,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 6:32, , , , ,1.539,0.699,1.371, , , , 
 ,20250903062512 2025-09-03 6:32:16.470409400 AM,32.43423898,55.30722194,1156.728,USER,Fixed,Corrected,None,69, ,BYCODE(0), ,0.012,0.011,0.011,0.016,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 6:32, , , , ,1.539,0.699,1.372, , , , 
 ,20250903062512 2025-09-03 6:32:18.465474800 AM, , , ,USER,None,Ready for correction,None,70, ,BYCODE(0), , , , , ,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 6:32, , , , ,1.54,0.699,1.372, , , , 
 ,20250903062512 2025-09-03 6:32:20.491839400 AM,32.4345794,55.30736614,1156.671,USER,Fixed,Corrected,None,71, ,BYCODE(0), ,0.012,0.011,0.011,0.016,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 6:32, , , , ,1.54,0.699,1.372, , , , 
 ,20250903062512 2025-09-03 6:32:22.480804700 AM,32.43474817,55.3074375,1156.797,USER,Fixed,Corrected,None,72, ,BYCODE(0), ,0.012,0.011,0.011,0.016,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 6:32, , , , ,1.54,0.699,1.372, , , , 
 ,20250903062512 2025-09-03 6:32:24.480369800 AM,32.43491814,55.30750897,1156.999,USER,Fixed,Corrected,None,73, ,BYCODE(0), ,0.012,0.011,0.011,0.016,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 6:32, , , , ,1.54,0.699,1.373, , , , 
 ,20250903062512 2025-09-03 6:32:26.473434900 AM,32.43508716,55.3075794,1157.038,USER,Fixed,Corrected,None,74, ,BYCODE(0), ,0.012,0.011,0.011,0.016,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 6:32, , , , ,1.541,0.699,1.373, , , , 
 ,20250903062512 2025-09-03 6:32:28.460200300 AM,32.43525553,55.30764945,1157.064,USER,Fixed,Corrected,None,75, ,BYCODE(0), ,0.012,0.011,0.011,0.016,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 6:32, , , , ,1.541,0.699,1.373, , , , 
 ,20250903062512 2025-09-03 6:32:30.468065300 AM,32.43542533,55.30772057,1157.096,USER,Fixed,Corrected,None,76, ,BYCODE(0), ,0.012,0.011,0.011,0.016,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 6:32, , , , ,1.541,0.699,1.374, , , , 
 ,20250903062512 2025-09-03 6:32:32.488630100 AM,32.43559744,55.30779264,1157.298,USER,Fixed,Corrected,None,77, ,BYCODE(0), ,0.012,0.011,0.011,0.016,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 6:32, , , , ,1.541,0.699,1.374, , , , 
 ,20250903062512 2025-09-03 6:32:34.496695300 AM,32.43576809,55.30786441,1157.564,USER,Fixed,Corrected,None,78, ,BYCODE(0), ,0.012,0.011,0.011,0.016,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 6:32, , , , ,1.542,0.699,1.374, , , , 
 ,20250903062512 2025-09-03 6:32:36.465361100 AM,32.43593499,55.30793494,1157.676,USER,Fixed,Corrected,None,79, ,BYCODE(0), ,0.012,0.011,0.011,0.016,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 6:32, , , , ,1.542,0.698,1.375, , , , 
 ,20250903062512 2025-09-03 6:32:38.627323600 AM,32.43608276,55.30796451,1157.88,USER,Fixed,Corrected,None,80, ,BYCODE(0), ,0.012,0.011,0.011,0.016,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 6:32, , , , ,1.542,0.698,1.375, , , , 
 ,20250903062512 2025-09-03 6:32:41.118880500 AM,32.43623643,55.30784523,1158.067,USER,Fixed,Corrected,None,81, ,BYCODE(0), ,0.012,0.011,0.011,0.016,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 6:32, , , , ,1.542,0.698,1.375, , , , 
 ,20250903062512 2025-09-03 6:32:44.313325600 AM,32.43636296,55.30771698,1158.558,USER,Fixed,Corrected,None,82, ,BYCODE(0), ,0.012,0.011,0.011,0.016,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 6:32, , , , ,1.543,0.698,1.376, , , , 
 ,20250903062512 2025-09-03 6:32:45.057012800 AM,32.43635543,55.30769774,1158.421,USER,Fixed,Corrected,None,83, ,BYCODE(0), ,0.012,0.011,0.011,0.016,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 6:32, , , , ,1.543,0.698,1.376, , , , 
 ,20250903062512 2025-09-03 6:32:48.005062100 AM,32.43619069,55.3076203,1158.004,USER,Fixed,Corrected,None,84, ,BYCODE(0), ,0.012,0.011,0.011,0.016,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 6:32, , , , ,1.543,0.698,1.376, , , , 
 ,20250903062512 2025-09-03 6:32:50.000127800 AM,32.43601356,55.30754499,1158.494,USER,Fixed,Corrected,None,85, ,BYCODE(0), ,0.012,0.011,0.011,0.016,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 6:32, , , , ,1.544,0.698,1.377, , , , 
 ,20250903062512 2025-09-03 6:32:51.999693600 AM,32.43584362,55.3074733,1158.923,USER,Fixed,Corrected,None,86, ,BYCODE(0), ,0.012,0.011,0.011,0.016,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 6:32, , , , ,1.544,0.698,1.377, , , , 
 ,20250903062512 2025-09-03 6:32:53.999859300 AM,32.43567519,55.30740245,1158.739,USER,Fixed,Corrected,None,87, ,BYCODE(0), ,0.012,0.011,0.011,0.016,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 6:32, , , , ,1.544,0.698,1.377, , , , 
 ,20250903062512 2025-09-03 6:32:55.989025400 AM,32.43550749,55.30733218,1158.541,USER,Fixed,Corrected,None,88, ,BYCODE(0), ,0.012,0.011,0.011,0.016,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 6:32, , , , ,1.544,0.698,1.378, , , , 
 ,20250903062512 2025-09-03 6:32:57.997691200 AM,32.43533955,55.30726132,1158.302,USER,Fixed,Corrected,None,89, ,BYCODE(0), ,0.012,0.01,0.011,0.016,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 6:32, , , , ,1.545,0.698,1.378, , , , 
 ,20250903062512 2025-09-03 6:32:59.988457400 AM,32.43517255,55.30719132,1157.8,USER,Fixed,Corrected,None,90, ,BYCODE(0), ,0.012,0.01,0.011,0.016,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 6:32:60 AM, , , , ,1.545,0.698,1.378, , , , 
 ,20250903062512 2025-09-03 6:33:02.012722300 AM,32.43500091,55.30711921,1157.449,USER,Fixed,Corrected,None,91, ,BYCODE(0), ,0.012,0.01,0.011,0.016,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 6:33, , , , ,1.545,0.698,1.378, , , , 
 ,20250903062512 2025-09-03 6:33:04.003988000 AM,32.43483164,55.30704812,1157.684,USER,Fixed,Corrected,None,92, ,BYCODE(0), ,0.012,0.01,0.011,0.016,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 6:33, , , , ,1.545,0.698,1.379, , , , 
 ,20250903062512 2025-09-03 6:33:05.997053600 AM,32.43466379,55.3069775,1157.698,USER,Fixed,Corrected,None,93, ,BYCODE(0), ,0.012,0.01,0.011,0.016,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 6:33, , , , ,1.546,0.698,1.379, , , , 
 ,20250903062512 2025-09-03 6:33:07.984119400 AM,32.43449634,55.30690588,1157.557,USER,Fixed,Corrected,None,94, ,BYCODE(0), ,0.012,0.01,0.011,0.016,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 6:33, , , , ,1.546,0.698,1.379, , , , 
 ,20250903062512 2025-09-03 6:33:10.008284600 AM,32.43432419,55.30683207,1157.671,USER,Fixed,Corrected,None,95, ,BYCODE(0), ,0.012,0.01,0.011,0.016,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 6:33, , , , ,1.546,0.698,1.38, , , , 
 ,20250903062512 2025-09-03 6:33:12.011549500 AM,32.43415376,55.30676049,1158.029,USER,Fixed,Corrected,None,96, ,BYCODE(0), ,0.012,0.01,0.011,0.016,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 6:33, , , , ,1.546,0.698,1.38, , , , 
 ,20250903062512 2025-09-03 6:33:15.198094100 AM,32.43400906,55.30667693,1158.108,USER,Fixed,Corrected,None,97, ,BYCODE(0), ,0.012,0.011,0.011,0.016,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 6:33, , , , ,1.547,0.697,1.38, , , , 
 ,20250903062512 2025-09-03 6:33:18.690533600 AM,32.43413558,55.30650851,1158.239,USER,Fixed,Corrected,None,98, ,BYCODE(0), ,0.012,0.01,0.011,0.016,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 6:33, , , , ,1.547,0.697,1.381, , , , 
 ,20250903062512 2025-09-03 6:33:21.150690800 AM,32.4342648,55.30639976,1158.521,USER,Fixed,Corrected,None,99, ,BYCODE(0), ,0.012,0.01,0.011,0.016,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 6:33, , , , ,1.547,0.697,1.381, , , , 
 ,20250903062512 2025-09-03 6:33:23.700146700 AM,32.4344376,55.30645936,1158.34,USER,Fixed,Corrected,None,100, ,BYCODE(0), ,0.012,0.01,0.011,0.016,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 6:33, , , , ,1.548,0.697,1.382, , , , 
 ,20250903062512 2025-09-03 6:33:25.733411300 AM,32.43461523,55.30653195,1158.046,USER,Fixed,Corrected,None,101, ,BYCODE(0), ,0.012,0.01,0.011,0.016,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 6:33, , , , ,1.548,0.697,1.382, , , , 
 ,20250903062512 2025-09-03 6:33:27.728576400 AM,32.43478439,55.30660292,1158.057,USER,Fixed,Corrected,None,102, ,BYCODE(0), ,0.012,0.01,0.011,0.016,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 6:33, , , , ,1.548,0.697,1.382, , , , 
 ,20250903062512 2025-09-03 6:33:29.721642000 AM,32.43495257,55.30667462,1158.114,USER,Fixed,Corrected,None,103, ,BYCODE(0), ,0.012,0.01,0.011,0.016,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 6:33, , , , ,1.548,0.697,1.383, , , , 
 ,20250903062512 2025-09-03 6:33:31.746106600 AM,32.43512389,55.30674713,1158.193,USER,Fixed,Corrected,None,104, ,BYCODE(0), ,0.012,0.01,0.011,0.016,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 6:33, , , , ,1.549,0.697,1.383, , , , 
 ,20250903062512 2025-09-03 6:33:33.737372200 AM,32.43529264,55.30681796,1158.331,USER,Fixed,Corrected,None,105, ,BYCODE(0), ,0.012,0.01,0.011,0.016,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 6:33, , , , ,1.549,0.697,1.383, , , , 
 ,20250903062512 2025-09-03 6:33:35.728437700 AM,32.43546075,55.30688879,1158.377,USER,Fixed,Corrected,None,106, ,BYCODE(0), ,0.012,0.01,0.011,0.016,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 6:33, , , , ,1.549,0.697,1.383, , , , 
 ,20250903062512 2025-09-03 6:33:37.730202900 AM,32.43563004,55.30696005,1158.419,USER,Fixed,Corrected,None,107, ,BYCODE(0), ,0.012,0.01,0.011,0.016,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 6:33, , , , ,1.549,0.697,1.384, , , , 
