subject,count
درخواست امتحان مجدد پایانترم ژنتیک مولکولی ,1
دانشگاه ازاد اسلامی یزد زبان ترکیبی۱  گفته بودن اگه ۵دقیقه قبل ازمون هم وارد بشین ۳۰دقیقه بهتون وقت میده ما ۱و۲۵دقیقه وارد شدیم ۵دقیقه سایت بهم وقت داد درصورتی ک گفته بودن ۳۰دقیقه وقت میده,1
 درخواست شرکت در امتحانات مجدد تابستان ۱۴۰۴ رشته پزشکی,1
درخواست شرکت در ازمون پایان ترم با توجه به شرایط اخیر,1
زمان شروع امتحانات این ترم,1
درخواست شرکت در آزمون مجدد دروس عمومی,1
درخواست شرکت در آزمون مجدد دروس عمومی در تابستان ۱۴۰۴,1
تست فعالسازی سرویس درخواست,1
درخواست ثبت نمرات دو ترم مهمانی,1
درخواست امتحانت معوق,1
تکمیل پرونده دانشجویی ,1
شرکت در امتحانات تابستون ۱۴۰۴,1
تمدید مهلت دفاع پایان نامه,1
درخواست لیست دروس جهت تمدید میهمانی در واحد تهران مرکز,1
اعلام آمادگی دفاع,1
صورتجلسه دفاع,1
امتحان مجدد برای دروس عمومی,1
درخواست ثبت عنوان پایان نامه ,1
امتحان مجدد تاریخ تحلیلی صدراسلام ,1
درخواست تعیین استاد راهنما,1
درخواست تکمیل فرم مربوط به امتحانات پایانی,1
مشکل پروفایل و ثبت نشدن نمره درسی ,1
درخواست افزایش سقف انتخاب واحد به ۲۴ واحد,1
درخواست گرفتن مجوز 24 واحد,1
شرکت در امتحانات دروس عمومی تابستان1404,1
درخواست ادامه امتحان ها در تابستان(امتحان مجدد) برای دانشجویان خوابگاهی,1
درخواست انتخاب استاد راهنمای پایان نامه ,1
درخواست انتخاب واحد ترم تابستانه,1
درخواست تخفیف شهریه,1
درخواست گواهی اشتغال  به تحصیل و ریز نمرات,1
درخواست آزمون مجدد درس تفسیر قران ,1
درخواست آزمون مجدد تاریخ تحلیل و فرهنگ اسلامی,1
درخواست مجدد امتحان تاریخ فرهنگ و تمدن ,1
آزمون مجدد درس تفسیر قران ,1
شرکت مجدد در امتحانات عمومی پایان ترم ۱۴۰۴ به دلیل لغو آنها,1
با سلام و احترام درخواست گواهی اشتغال به تحصیل دارم ,1
آزمون یادگیری ماشین با دکتر کمال میرزایی در تاریخ 29 خرداد لغو گردید درخواست می گردد آزمون جبرانی مجدد برگزار گردد.  ,1
درخواست شرکت درامتحانات عمومی,1
درخواست مجدد امتحانات عمومی ,1
درخواست مجدد شرکت درامتحانات عمومی ,1
مجوز انتخاب واحد بیش از سقف مجاز (ترم اخری),1
مجوز انتخاب واحد بیش از سقف مجاز ( ترم آخر هستم) ,1
اطلاعات را در لینک مربوطه تکمیل کردم ,1
اطلاعات را در لینک مربوطه تکمیل کردم.امتحان دروس عمومی تابستان ,1
ارسال: با سلام و احترام من معدل ترم قبلم آمده و 15/61  شدم میخاستم ببینم بنیاد شهید 75 درصد داد و من چند باید شهریه بدم مریم غلامی شماره دانشجویی 403469146 ,1
ویرایش پروپوزال,1
برگزاری امتحان مجدد دانشجویان غیر بومی ,1
درخواست ثبت عنوان پایان نامه توسط معاون پژوهشی سر کار خانم جعفری را دارم,1
شرکت در امتحان مجدد,1
امتحان های عمومی لغو شده,1
در خواست برگزاری امتحانات دروس عمومی نیم سال دوم در تابستان ۱۴۰۴,1
درخواست برگزاری مجدد آزمون پایان ترم دروس عمومی ,1
عدم ثبت نام استاد راهنما در پژوهشیار ,1
بررسی ثبت پروپوزال در پژوهشیار ,1
درخواست امتحان مجدد دانشجوی شهرستان,1
امتحانات پایان ترم,1
باسلام و احترام بنده امیرحسین نظری رباطی فرزند امیرنظری رباطی درخواست ترم تابستان دارم ,1
باسلام و احترام بنده امیرحسین نظری رباطی فرزند امیرنظری رباطی درخواست مجوز انتخاب واحد در ترم تابستان را دارم ,1
درخواست شرکت درامتحان درس تاریخ تحلیلی صدراسلام درترم تابستان,1
درخواست شرکت در امتحان جبرانی درس عمومی,1
مدرک کاردانی,1
در خواست امتحان مجدد به دلیل شرایط جنگی ,1
درخواست تعیین استاد داور,1
اخذ 23 واحد,1
درخواست شرکت در امتحانات مجدد نیمسال دوم 1403 ( غیر بومی های استان یزد) برای دروس عمومی,1
در خواست ترم تابستان,1
درخواست امتحان عمومی در تابستان,1
درخواست انتخاب واحد,1
زمان امتحانات,1
چطور امکان اخذ 23 واحد وجود دارد؟,1
برگزاری امتحان مجدد دانشجویان غیر بومی,1
درخواست ارائه و شرکت در ترم تابستان,1
شرکت در امتحانات لغو شده از سوی دانشکده,1
درخواست تاریخ مجدد امتحان ,1
درخواست توانایی ادامه تحصیل ( دانشجویان پزشکی),1
درخواست شرکت در آزمون تابستان1404,1
شرکت در امتحانات پرستاری تابستان ۱۴۰۴,1
در خواست امتحان مجدد امتحانات در شهریور,1
درخواست امتحان مجدد در شهریور ماه سال 1404 برای امتحانات لغو شده,1
درخواست مجدد امتحانات لغوشده در شهریور ماه,1
مجوز ویرایش اطلاعات در سامانه پژوهشیار,1
اخذ نوبت دفاع,1
درخواست بارگزاری و اسکن فرم های امضا شده ی اساتید,1
باسلام و احترام خواهشمندم نسبت ب دریافت کد اخلاق تقاضا و درخواست دارم,1
حامد,1
در خواست شرکت در امتحانات لغو شده در تابستان ( عمومی دروس تاریخ تحلیلی صدر اسلام استاد صانعی و آیین زندگی استاد شیبانی هستم و اینکه فرم اطلاعات مربوط به آن را در (https://yazd.iau.ir/fa/form/177) پر کرده ام,1
فعالسازی ایمیل,1
اخذ ۸ واحد در ترم تابستان,1
در چه صورت امکان اخذ 23 واحد وجود دارد‍؟,1
"با سلام، اطلاعات خودم را برای شرکت در امتحان درس ""علم مدیریت فازی"" در لینک مربوطه تکمیل نمودم. ",1
درخواست شرکت در امتحنات تابستان 1404,1
درخواست شرکت در امتحان مجدد تابستان ۱۴۰۴,1
درخواست حذف مجوز انتخاب واحد ترم تابستان که به اشتباه ثبت شده است,1
برگزاری امتحانات پایان ترم عمومی در تابستان ,1
امتحان معوق,1
درخواست شرکت در امتحانات عمومی,1
درخواست آزمون مجدد از زبان انگلیسی ترکیبی 1(مجازی),1
امتحانات کی شروع میشوند. ,1
برگزاری مجدد دروس عمومی دانشجویان پزشکی واحد یزد,1
درخواست شرکت در  امتحانات جایگزین و مجدد دروس عمومی ,1
درخواست شرکت در امتحانات مجدد و جایگزین دروس عمومی در تابستان 1404 ,1
کارزار برگزاری مجدد امتحانات پایان ترم در تابستان ,1
شرکت در آزمون جایگزین دروس عمومی,1
درخواست انتخاب استاد آمار پایان نامه,1
درخواست امتحان جایگزین عمومی,1
درخواست برگزاری مجدد امتحانات عمومی,1
جهت ثبت نام در ترم تابستان ,1
ثبت نام در ترم تابستان ,1
تایید استاد مشاور در سامانه پژوهشیار,1
با سلام وقتتون بخیر  شیرانی هستم برای ثبت اطلاعات استاد مشاورم در سامانه پژوهشیار مزاحمتون میشم کد ملی ایشون اشتباه ثبت شده میخواستم بدونم الان باید چی کار کنم ؟,1
تایید استاد مشاور,1
مشکل ثبت نام در سامانه دستیار آموزشی,1
درخواست شرکت در امتحانات عمومی پایان ترم ( درس تاریخ و تمدن و فرهنگ اسلامی),1
درخواست شرکت در امتحانات مجدد عمومی تیرماه 1404,1
درخواست شرکت در امتحانات عمومی پایان ترم ( درس وصایا امام خمینی),1
درخواست شرکت در امتحانات عمومی پایان ترم ( درس انقلاب اسلامی),1
درخواست شرکت در امتحانات عمومی پایان ترم ( درس اندیشه اسلامی 1),1
باسلام و احترام  تاریخ شروع امتحانات خرداد چه زمانی می باشد؟  باتشکر,1
درخواست فرم آمادگی دفاع ,1
درخواست امتحان های لغو شده پیراپزشکی,1
درخواست اخذ 21 واحد درسی در ترم آخر ,1
انتخاب دروس عمومی ,1
درخواست امتحانات عمومی بدلیل عقب افتادن مربوط به شرایط کشور درس تاریخ تحلیلی:استاد محمد رضا محمودی درس اندیشه اسلامی ۲:استاد اعظم اعتمادی فرد,1
با سلام و احترام به دلیل شرایط پیش آمده در کشور درخواست شرکت در امتحانات دورس عمومی را دارم درس:تاریخ تحلیلی صدر اسلام:استاد محمد رضا محمودی.  درس:اندیشه اسلامی ۲(نوبت و امامت):اعظم اعتمادی فرد,1
درخواست مجوز ترم تابستان,1
درخواست مجوز برای شرکت درکلاس های ترم تابستان دانشگاه ,1
درخواست رسیدگی به درخواست مجوز اخذ ترم تابستان,1
درخواست تکرر امتحان اندیشه های امامین انقلاب و وصایا,1
برگزاری مجدد آزمون عمومی,1
درخواست برگزاری مجدد آزمون تفسیر قرآن,1
مجوز اخذ انتخاب واحد تابستان ,1
درخواست آزمون تابستانه,1
تاریخ امتحان کی هست؟,1
درخواست ترم تابستانی,1
درخواست ترم تابستانی ,1
مشکل مجوز انتخاب واحد,1
مشکل واریز شهریه,1
آزمایش ارسال درخواست,1
درخواست شرکت در امتحان جبرانی دروس عمومی ۱۴۰۴,1
میخواهم پروپوزال رو ویرایش کنم ,1
درخواست ازمون تابستانه,1
افزایش ظرفیت استاد راهنما,1
درخواست ارائه پروپوزال در جلسه دفاع روز دوشنبه فردا,1
درخواست برای برگذاری امتحان مجدد,1
شرکت در امتخانات تابستان ۱۴۰۴,1
درخواست شرکت در امتحانات تابستانه ۱۴۰۴,1
درخواست شرکت در امتحان تابستانه ۱۴۰۴,1
فرم آمادگی دفاع ,1
درخواست اخذ بیش از 2 واحد معارف ,1
jhgdmjhwgmjfeh,1
درخواست ویرایش موضوع پایان نامه,1
من زهرا زارع دانشجوی ترم ۶ کارشناسی پیوسته میکروبیولوژی دانشگاه ازاد اسلامی واحد یزد به دلیل شرایط جنگ در کشور و عدم امنیت شرایط حضور در برخی از امتحانات پایان ترم را نداشتم (شهرستان بودم )و در خواست امتحان مجدد دروسی را دارم ک نتوانستم در انها شرکت کنم ,1
شرکت در آزمون مجدد درس تفسیر موضوعی قرآن ,1
شرکت در ازمون پایان ترم درس عمومی ,1
با سلام و خسته نباشید درمورد ترم تابستون توضیح میخواستم که حضوری هست یا مجازی چند ترم میتونیم برداریم,1
با سلام خسته نباشید میخوام مجدد امتحان زبان بدم چه مراحلی را باید طی کنم؟,1
درخواست تایید معرفی نامه جهت جمع آوری داده از بیمارستانها، دانشجویان پزشکی و پرستاری,1
احتراماً با درخواست اینجانب محمد نقیبی ندوشن جهت شرکت در آزمون های جایگزین عمومی (درس های زبان پيش دانشگاهي ١ و تاريخ تحليلي صدر اسلام) که به خاطر شرایط کشور برای دانشجویان علوم. پزشکی لغو شده بود موافقت فرمایید. باتشکر,1
تست درخواست دانشجویی,1
درخواست شرکت در آزمون های پایان ترم دوم 1403 بعلت شرایط حال حاضر کشور,1
 برگزاری مجدد امتحانات عمومی کنسل شده دانشجویان دانشکده پزشکی,1
سلام درخواست ترم تابستان دارم,1
شرکت در امتحانات دروس عمومی تابستان ۴۰۳,1
درخواست حذف سرترم تابستان,1
روند فارغ التحصیلی,1
شرکت مجدد در ازمون تابستان زبان عمومی- ترکیبی ۱,1
درخواست امتحان مجدد امتحانات عمومی رشته پزشکی,1
درخواست شرکت در امتحانات مجدد پایان ترم بهمن,1
ثبت عنوان پروپوزال امین کاشفی,1
درخواست امتحان مجدد برای دانشجویان پزشکی و غیر پزشکی غیر بومی,1
درخواست ارائه ی ترم تابستان,1
سلام در چه صورت امکان اخذ ۲۳ واحد وجود دارد ؟,1
سلام درخواست برای ترم تابستان ,1
ارسال به مرحله ۷,1
تاریخ دقیق دفاع,1
باسلام و احترام به دلیل شرایط پیش آمده در کشور درخواست شرکت در امتحانات دروس عمومی را دارم. درس:تاریخ تحلیلی صدر اسلام:استاد محمدرضا محمودی. درس:تاریخ فرهنگ و تمدن اسلام و ایران:استاد محمدرضا محمودی ,1
احتراما با توجه به شرایط پیش آمده در کشور و اعلام دانشکده پزشکی علی بن ابیطالب(ع) یزد، درخواست شرکت در امتحانات تابستان ۱۴۰۴ در درس:     تاریخ تمدن و فرهنگ اسلام وایران،استاد محمودی:3/31/   ساعت ..:۱۳   ,1
کارت ورود به جلسه ,1
درخواست شرکت در امتحانات ۱۴۰۴,1
درخواست رمز سامانه ایمیل ,1
درخواست شرکت در امتحانات نهایی,1
درخواست فرم آمادگی دفاع پایان نامه,1
به علت ترس از جنگ ونگران خانواده به شهرستان رفتم وداخل امتحان آیین زندگی نتونستم شرکت کنم.,1
درخواست ترم تابستانه ,1
درخواست شرکت در امتحانات دروس عمومی پایانترم نیمسال دوم۱۴۰۳ در تابستان ۱۴۰۴,1
زمان امتحانات عمومی مجدد,1
درخواست ازمون مجدد دروس عمومی دانشکده علی بن ابی طالب,1
رمز سامد برام اشتباه واردش نمیشه,1
درخواست مجوز انتخاب واحد ترم مهر 4041,1
درخواست کداخلاق برای پایان‌نامه ,1
درخواست کد اخلاق,1
درخواست برگزاری مجدد ازمون های پایان ترم نیمسال دوم ۱۴۰۳ پزشکی,1
درخواست امتحان مجدد تابستان,1
 مجوز انتخاب واحد نیمسال۴۰۴۱,1
درخواست شرکت در امتحانات شهریور 1404,1
اخذ واحد,1
وارد سامد نمیشه(رمز ورود اشتباه)میگه,1
درخواست مجوز  انتخاب واحد ترم مهر 4041,1
بروز مشکل و اختلال در حین شرکت در آزمون پایان ترم,1
شرکت در امتحان انقلاب اسلامی,1
شرکت در ازمون جبرانی ,1
با سلام و احترام.فرم درخواست برگزاری مجدد امتحانات عمومی برای دانشجویان غیر بومی تکمیل شد.لزا خواهشمندم بررسی شود.,1
آقای نظری مجوز ترم آخر را برای بنده فعال کنید,1
ظرفیت استاد راهنمای پایان نامه ,1
با سلام و احترام   اینجانب درخواست افزایش ظرفیت دکتر الهه موحدی مقدم، فوق تخصص نوزادان، در سامانه پژوهشیار جهت انتخاب ایشان به عنوان استاد راهنمای پایان نامه خود را دارم.   ممنون,1
با سلام و احترام   اینجانب درخواست افزایش ظرفیت دکتر الهه موحدی مقدم، فوق تخصص نوزادان، در سامانه پژوهشیار جهت انتخاب ایشان به عنوان استاد راهنمای پایان نامه خود را دارم.   ممنون و سپاس گزار   حانیه فلاح ,1
درخواست گواهی ترم تابستان ,1
درخواست برگزاری مجدد امتحانات تابستان,1
درخواست شرکت در امتحان عمومی ,1
درخواست امتحان مجدد عمومی,1
مهمان درس طب یا حوادث,1
شرکت درامتحانات1404,1
شرکت درامتحانات تابستان1404,1
درخواست مجوز شش واحد معارف(ترم آخر),1
درخواست برگزاری مجدد امتحان دروس عمومی در تابستان 1404,1
سلام آیا قبل از درخواست مجوز انتخاب واحد میتوان درخواست اخذ دروس وصایا و انس با قرآن را داد؟ ,1
درخواست  امتحان مجدد در امتحانات ۱۴۰۴,1
شرکت مجدد درامتحانات تابستان ,1
شرکت در ازمون مجدد زبان ترکیبی,1
درخواست شرکت مجدد در آزمون زبان ترکیبی ,1
بررسی کارشناس برای امضای فرم آمادگی دفاع,1
تحویل مدرک دیپلم از مدرسه,1
درخواست بررسی کارنامه,1
افزایش سقف انتخاب واحد برای معدل بالای ۱۹,1
تاییدیه درخواست خروج از کشور,1
عدم ارسال پیامک ,1
باسلام درخواست اخذ ترم تابستان را دارم با تشکر,1
سلام وقتتون بخیر  . فاطمه جلالی هستم ترم 4 روانشناسی بالینی. درخواست فرم آمادگی دفاع ,1
درخواست شرکت در امتحان تابستان بابت درس جبرخطی,1
درخواست برگزاری امتحانات دروس عمومی ,1
درخواست شرکت مجدد در امتحانات عمومی ,1
درخواست شرکت در امتحانات عمومی ,1
انتخواب واحد ترم تابستان ,1
درخواست برگزاری آزمون در زمان تابستان ,1
ساير,1
احتراماً با درخواست اینجانب امين ميرشمسي جهت شرکت در آزمون های جایگزین عمومی (درس های زبان پيش دانشگاهي ١ و تاريخ تحليلي صدر اسلام) که به خاطر شرایط کشور برای دانشجویان علوم. پزشکی لغو شده بود موافقت فرمایید. باتشکر,1
سلام وقتتون بخیر فاطمه جلالی هستم فرم های کد اخلاق,1
سلام ,1
ثبت نام کارشناسی ارشد,1
درخواست تغییر پژوهشیار به مرحله بعد ,1
باسلام  با توجه به شرایط پیش آمده در کشور و نداشتن روحیه دانشجویان خوابگاهی برای خواندن امتحانات تعویق امتحانات ۲۵ خرداد را خواستاریم.  باتشکر.,1
شرکت مجدد در امتحانات عمومی به دلیل مشکلات به وجود آمده (تاریخ فرهنگ و تمدن),1
شرکت مجدد در امتحانات عمومی به دلیل مشکلات به وجود آمده (اندیشه ۲),1
شرکت مجدد در امتحانات عمومی به دلیل مشکلات به وجود آمده (تاریخ فرهنگ و تمدن اسلام و ایران) ,1
شرکت مجدد در امتحانات عمومی به دلیل مشکلات به وجود آمده,1
تست درخواست ,1
سنجش جواب,1
درخواست تاریخ امتحان ,1
سلام خانم جعفری اصلاحات کد اخلاق رو انجام دادم و با ایمیل خانم جهانبازی ایمیل کردم خدمتتون 🙏,1
سایت پژوهشیار,1
تعیین داور پایان نامه,1
درخواست برگزاری مجدد امتحانات ,1
درخواست شرکت در امتحان مجدد عمومی تابستان ۱۴۰۴,1
کاربرگ شرکت در امتحانات تابستان 1404,1
تعداد واحد,1
اخذ ۱۰ واحدی ترم تابستانه,1
سلام وقت بخیر میخواستم ببینم در رشته کارشناسی ناپیوسته ایمنی صنعتی هستم و در ترم تابستان چند واحد میتونم بردارم و مراحل انتخاب واحد به چه طریقی هست؟ ,1
شرکت در آزمون مجدد دروس عمومی,1
موضوع: سایر درخواست شرکت در امتحانات تابستان ۱۴۰۴  با سلام  احتراما با توجه به شرایط پیش آمده در کشور و اعلام دانشکده پزشکی علی ابن ابیطالب (ع) یزد، درخواست شرکت در امتحانات تابستان 1404 در درس زبان پیش یک را دارم.,1
موضوع: سایر درخواست شرکت در امتحانات تابستان ۱۴۰۴  با سلام  احتراما با توجه به شرایط پیش آمده در کشور و اعلام دانشکده پزشکی علی ابن ابیطالب (ع) یزد، درخواست شرکت در امتحانات تابستان 1404 در درس دفاع مقدس را دارم,1
موضوع: سایر درخواست شرکت در امتحانات تابستان ۱۴۰۴  با سلام  احتراما با توجه به شرایط پیش آمده در کشور و اعلام دانشکده پزشکی علی ابن ابیطالب (ع) یزد، درخواست شرکت در امتحانات تابستان 1404 در دو درس  فارسی و  را دارم  ,1
درخواست امتحان مجدد دروس عمومی به علت لغو امتحانات دانشکده پزشکی,1
امتحانات معوق .فاطمه باقری جلگه زاده 40210520612033.درس کاربر رایانه در تعلیم و تربیت با کد درس :۱۰۵۳۱۵۸۰۹۹.درس آشنایی با دفاع مقدس با کد درس :۹۰۸۸۱.درس روانشناسی وآموزش کودکان با نیاز های ویژه با کد درس:۱۰۵۳۱۲۷۳۰۴.درس انس با قرآن کریم با کد درس:۹۹۰۸۳,1
با سلام خسته نباشید ارسال ایمیل برای امتحان مجدد ترم بهمن ماه,1
شرکت در امتحان مجدد آیین زندگی,1
درخواست رمز کاربری,1
درخواست شرکت در امتحان تابستانه 1404,1
تاریخ امتحانات کی است؟,1
شرکت در ازمون های جایگزین عمومی ,1
 احتراماً با درخواست اینجانب محمد جواد جعفری ندوشن جهت شرکت در آزمون های جایگزین عمومی (درس های اندیشه 1 و انس با قران کریم) که به خاطر شرایط کشور برای دانشجویان علوم. پزشکی لغو شده بود موافقت فرمایید. باتشکر,1
احتراماً با درخواست اینجانب محمد جواد جعفری ندوشن جهت شرکت در آزمون های جایگزین عمومی که به خاطر شرایط کشور برای دانشجویان علوم. پزشکی لغو شده بود موافقت فرمایید. باتشکر,1
احتراماً با درخواست اینجانب محمد جواد جعفری ندوشن جهت شرکت در آزمون های جایگزین عمومی  که به خاطر شرایط کشور برای دانشجویان علوم. پزشکی لغو شده بود موافقت فرمایید. باتشکر,1
احتراماً با درخواست اینجانب محمد جواد جعفری ندوشن جهت شرکت در آزمون های جایگزین عمومی (درس های اندیشه 1 و انس با قران کریم) که به خاطر شرایط کشور برای دانشجویان علوم. پزشکی لغو شده بود موافقت فرمایید. باتشکر,1
شرکت در امتحان مجدد تاریخ تحلیلی,1
 پایان نامه,1
با سلام و عرض احترام ، با توجه به شرایط پیش آمده در کشور و وضعیت دانشجویان خوابگاهی و نداشتن روحیه برای خواندن امتحانات در خواست تعویق امتحانات ۲۵ خرداد را خواستاریم . از پیگیری شما کمال تشکر را داریم ,1
درخواست کد اخلاق و ارسال مجدد پروپوزال همراه با پیوست ملاحظات اخلاقی,1
درخواست کد اخلاق ,1
درخواست شرکت در امتحانات 1404,1
درخواست شرکت در امتحانات مجدد ترم,1
درخواست تعیین داور ,1
درخواست برگزاری مجدد امتحانات عمومی کنسل شده دانشجویان دانشکده پزشکی  ,1
شرکت در امتحانات عمومی تابستان,1
درخواست برگذاری مجدد امتحان در تابستان ۱۴۰۴ ,1
درخواست کد اخلاق برای پایان نامه کارشناسی ارشد,1
با سلام و احترام درخواست فرم آمادگی دفاع ,1
 مجوز انتخاب واحد بیش از سقف مجاز ( ترم اخری ),1
شرکت مجدد در امتحانات عمومی بخاطر مشکلات به وجود اومده,1
ارائه تحقیق درس زیست سلولی و مولکولی,1
درخواست انتخاب واحد ترم تابستان ۱۴۰۴,1
امتحان عمومی تابستان,1
تست اتصال حساب کاربری به دانشگاه,1
درخواست شرکت در آزمون های مجدد تابستان ۱۴۰۴,1
درخواست فرم دفاع,1
درخواست مجدد برگذاری امتحان عمومی ,1
پایانترم,1
درخواست اخذ بیست و چهار واحد,1
درخواست شرکت در امتحانات پایان ترم تابستان,1
درخواست تعویق امتحانات پایان ترم ,1
شرکت در آزمون زبان ترکیبی,1
امتحان مجدد زبان ترکیبی 2,1
ترم آخرم  میخوام 6واحد معارف بردارم,1
انتقال به مرحله بعد در سامانه پژوهشیار,1
درخواست شرکت در امتحانات عمومی تابستان 1404 (شرکت مجدد در امتحانات) ,1
تمدید پایان نامه  و دفاع از پروپوزال,1
با سلام لطفا واحد پایان نامه در این ترم تمدید گردد,1
با سلام و ادای احترام درخواست تمدید واحد پایان نامه در این ترم را دارم,1
درخواست برگزاری امتحان مجدد ویژه دانشجویان غیر پزشکی و پزشکی غیر بومی ,1
درخواست افزایش سقف انتخاب واحد ,1
تعیین داور دفاع پایان نامه,1
اصلاح پژوهشیار,1
انتقال به مرحله بعد پژوهشیار,1
در خواست شرکت در امتحانات تابستان1404 (درخواست امتحان مجدد) ,1
درخواست شرکت در آزمون تابستان 1404(2),1
شرکت در آزمون تابستان1404(3),1
شرکت در آزمون تابستان 1404,1
شرکت در آزمون تابستانه1404,1
گرفتن امتحان مجدد پایانترم ,1
درخواست شرکت در امتحانات مجدد تابساتان ۴۰۳,1
درخواست شرکت در امتحانات مجدد تابستان ۴۰۳,1
درخواست شرکت در امتحانات مجدد ۴۰۳,1
مجوز ترم آخر بیشتر از سقف مجاز,1
23 واحد,1
سلام وقت بخیر. درچه صورت امکان اخذ ۲۳ واحد وجود دارد؟,1
درخواست شرکت در امتحانات جبرانی تابستان 1404,1
درخواست باز شدن سامانه پژوهشیار جهت اصلاح اطلاعات,1
درخواست شرکت در امتحانات مجدد دروس عمومی در تابستان 1404,1
درخواست برگزاری امتحانات عمومی در تابستان 1404,1
درخواست امتحانات عمومی به دلیل عقب افتادن مربوط به جنگ,1
سلام اینجانب درخواست معرفی به استاد دارم برای ۴ واحد از دروس کارشناسی روانشناسی ،دروس تاریخ و فرهنگ تمدن و روانشناختی,1
درخواست امضا فرم دفاع,1
درخواست فعال سازی ایمیل دانشجویی,1
درخواست مدرک آزمون جامع دکتری تخصصی ,1
چه درس هایی در تابستان اراعه می‌شود ,1
امتحان پایان ترم درس عمومی,1
باسلام درخواست اعتراض به نمره زبان ترکیبی ۳و امکان مجدد امتحان و درخواست کارت ورود به جلسه را میخواهم.,1
تاریخ امتحان آزمون جامع ,1
درخواست فرم صورت جلسه دفاع,1
اتمام مراحل پژوهشیار,1
اتمام نهایی پژوهشیار,1
تاریخ امتحانات پایان ترم,1
درخواست ارسال برگه تسویه حساب ,1
عدم شرکت در امتحان و تکمیل فرم مربوطه,1
دریافت نوبت برای دفاع عنوان ,1
بررسی دروس توسط کارشناس برای امضا آمادگی دفاع ,1
واحد برداشتن,1
کاراموزی,1
سلام تاریخ امتحانات کی هست؟,1
درخواست چارت درسی دارم ,1
تاریخ آزمون کتبی و شفاهی جامع دکتری تخصصی رشته عمران - مهندسی و مدیریت ساخت؟,1
درخواست ارسال نمرات برای واحد انتقالی,1
سلام من درخواست مجوز انتخاب واحد ترم تابستان دارم ولی پاسخگو نیستید,1
درخواست امتحانات معوق امتحان فیزیک بدن استاتیک و مقاومت مصالح.و انس با قران,1
دروس معارف,1
زمان برگزاری مجدد امتحانات پایان ترم بهمن برای غیر بومی ها,1
مجوز انتخاب واحد بیش از سقف مجاز درس معارف(ترم اخری),1
درخواست مجوز برداشتن بیست و چهار واحد برای انتخاب واحد ,1
درخواست مجوز برداشتن بیست و چهار واحد ,1
درخواست شرکت در آزمون مجدد درس عمومی تفسیر موضوعی قرآن ,1
ازمون درس عمومی تاریخ تحلیلی صدر اسلام,1
درخواست برگزاری مجدد امتحانات دروس عمومی ,1
امتحانات مجازی ترم بهمن ,1
انتخاب ۲۳ واحد (تست),1
درخواست شرکت در امتحانات مجدد در تابستان 1404,1
اتمام کار در سامانه پژوهشیار,1
درخواست  برگزاری مجدد امتحانات پایان ترم,1
درخواست شرکت در امتحانات تابستان 1403,1
شهریه ,1
درخواست فعال سازی مجوز ترم آخر,1
تعیین استادراهنما,1
تاریخ امتحان,1
زمان شروع ترم تابستان,1
شرایط اخذ معرفی با استاد چگونه است؟,1
شرکت در امتحان تابستان سال۱۴۰۴,1
امتحانات نهایی,1
درخواست اخذ ترم تابستان ,1
درخواست شرکت در امتحان تابستان ۱۴۰۴,1
برگزاری امتحان در زمان دیگری ,1
برداشت بیش از یک درس معارف ( ترم اخری) ,1
سلام اینجانب یاسمن نیکرو درخواست مجوز ترم تابستان دارم,1
درخواست اماده سازی صورت جلسه,1
درخواست فرم های بعد از دفاع و ا‌پلود پایان نامه,1
درخواست مجوز  انتخاب. واحد ۴۰۴۱ مهر ۱۴۰۴,1
به اشتباه برای 4033 مجوز انتخاب واحد گرفتم,1
امکان اخذ 24 واحد,1
اخذ 24 واحد,1
اخذ ۲۴ واحد ,1
درخواست ترم تابستان برای واحد دیگر,1
کاربرگ برای امتحان مجدد,1
تست اتصال سامانه,1
شرکت در امتحانات تابستانی۱۴۰۴دروس عمومی,1
شرکت در امتحانات تابستانی دروس عمومی۱۴۰۴,1
درخواست برگزاری مجدد  تابستانه امتحانات عمومی ۱۴۰۴,1
 برگزاری امتحانات عمومی ,1
درخواست امتحان مجدد  سنتز مواد الی در شهریور ,1
درخواست امتحان مجدد سنتز مواد الی در شهریورماه,1
درخواست شرکت در امتحانات تابستانه برای امتحان حقوق تجارت،حقوق اساسی،حقوق مدنی،حقوق بین الملل دارم همچنین کاربرگ درخواست شرکت در امتحانات تابستانه۱۴۰۴ برای هر امتحان ثبت کردم و کد پیگیری هم  برای هر امتحان گرفتم,1
درخواست اخذ ترم تابستانه دارم,1
برگذاری مجدد امتحانات دروس عمومی ,1
ریحانه منگلی هستم با کد دانشجویی۴۰۳۴۳۰۴۵۴ درخواست حضور در امتحان حقوق تجارت با کد ارائه ۱۰۶۸۱۲۳۶۵۷ دارم ,1
ریحانه منگلی هستم با کد دانشجویی۴۰۳۴۳۰۴۵۴ درخواست حضور در امتحان حقوق بین الملل با کد ارائه۱۰۶۸۱۷۱۲۲۳ دارم,1
ریحانه منگلی هستم با کد دانشجویی ۴۰۳۴۳۰۴۵۴ درخواست حضور در امتحان حقوق مدنی با کد ارائه ۱۰۶۸۱۲۴۱۷۶ دارم,1
خواهشمندم دروس عمومی پایانترم امسال را مجدد برگزار کنیدممنونم,1
درخواست تایید موضوع پروپوزال توسط مدیر گروه,1
تایید مجدد موضوع پروپوزال,1
