run_id,T,L,C,p,h,w,s,demand_t1,demand_t2,demand_t3,demand_t4,demand_t5,demand_t6,demand_t7,demand_t8,demand_t9,demand_t10,demand_t11,demand_t12,demand_t13,demand_t14,scenario_type,scenario_param
1621,14,3,30,20,2.0,5,200,10,2,23,63,26,23,222,22,13,418,11,24,215,13,volatility,sigma_0.70
1622,14,3,30,20,2.0,5,200,30,40,4,35,75,32,229,39,411,88,19,36,22,14,volatility,sigma_0.70
1623,14,3,30,20,2.0,5,200,29,8,0,17,67,47,127,55,348,332,4,26,201,14,volatility,sigma_0.70
1624,14,3,30,20,2.0,5,200,48,0,25,0,68,25,195,0,415,49,15,21,130,8,volatility,sigma_0.70
1625,14,3,30,20,2.0,5,200,16,28,40,6,32,32,244,20,130,304,16,0,203,6,volatility,sigma_0.70
1626,14,3,30,20,2.0,5,200,23,36,34,91,67,5,1,55,50,3,17,5,68,23,volatility,sigma_0.70
1627,14,3,30,20,2.0,5,200,0,1,27,49,16,5,308,41,296,271,12,33,45,11,volatility,sigma_0.70
1628,14,3,30,20,2.0,5,200,44,31,94,62,80,0,312,17,174,392,8,22,316,7,volatility,sigma_0.70
1629,14,3,30,20,2.0,5,200,7,34,54,140,72,2,217,10,211,284,0,8,381,11,volatility,sigma_0.70
1630,14,3,30,20,2.0,5,200,26,34,28,56,76,21,71,0,72,101,11,11,376,2,volatility,sigma_0.70
1631,14,3,30,20,2.0,5,200,59,17,62,91,0,29,122,7,277,660,0,12,19,10,volatility,sigma_0.70
1632,14,3,30,20,2.0,5,200,23,8,59,128,128,14,1,48,446,470,21,16,85,10,volatility,sigma_0.70
1633,14,3,30,20,2.0,5,200,23,21,67,104,61,35,233,0,240,311,11,18,195,5,volatility,sigma_0.70
1634,14,3,30,20,2.0,5,200,53,19,44,30,70,34,70,33,302,415,13,21,257,18,volatility,sigma_0.70
1635,14,3,30,20,2.0,5,200,45,8,10,37,106,35,373,32,171,284,9,9,29,13,volatility,sigma_0.70
1636,14,3,30,20,2.0,5,200,52,40,27,45,20,53,235,13,77,500,12,30,57,0,volatility,sigma_0.70
1637,14,3,30,20,2.0,5,200,11,22,99,41,116,47,3,40,337,3,14,36,191,9,volatility,sigma_0.70
1638,14,3,30,20,2.0,5,200,26,12,7,31,31,32,91,13,321,377,6,27,102,10,volatility,sigma_0.70
1639,14,3,30,20,2.0,5,200,50,8,7,53,2,24,120,0,288,261,18,23,227,18,volatility,sigma_0.70
1640,14,3,30,20,2.0,5,200,27,14,0,112,40,8,227,0,146,490,6,9,106,0,volatility,sigma_0.70
1641,14,3,30,20,2.0,5,200,45,13,32,48,45,43,144,1,294,404,11,35,153,17,volatility,sigma_0.70
1642,14,3,30,20,2.0,5,200,59,21,19,54,84,0,108,26,82,483,12,10,213,8,volatility,sigma_0.70
1643,14,3,30,20,2.0,5,200,11,7,52,99,29,41,316,4,262,474,9,37,380,12,volatility,sigma_0.70
1644,14,3,30,20,2.0,5,200,25,25,63,0,44,21,191,30,197,118,15,43,60,0,volatility,sigma_0.70
1645,14,3,30,20,2.0,5,200,30,14,72,8,28,0,294,41,141,22,1,25,33,10,volatility,sigma_0.70
1646,14,3,30,20,2.0,5,200,72,11,13,76,6,66,297,30,78,210,7,25,259,2,volatility,sigma_0.70
1647,14,3,30,20,2.0,5,200,51,21,25,14,48,7,257,7,290,283,6,18,263,1,volatility,sigma_0.70
1648,14,3,30,20,2.0,5,200,21,7,38,31,0,7,321,41,241,240,9,13,205,10,volatility,sigma_0.70
1649,14,3,30,20,2.0,5,200,5,17,0,77,0,27,24,35,295,615,0,33,163,6,volatility,sigma_0.70
1650,14,3,30,20,2.0,5,200,45,12,60,18,25,49,305,34,2,258,10,16,185,6,volatility,sigma_0.70
1651,14,3,30,20,2.0,5,200,47,2,74,125,16,10,193,5,137,531,15,47,167,5,volatility,sigma_0.70
1652,14,3,30,20,2.0,5,200,31,13,36,59,15,35,2,17,192,3,15,0,220,0,volatility,sigma_0.70
1653,14,3,30,20,2.0,5,200,21,20,101,64,0,50,125,36,292,3,10,14,278,15,volatility,sigma_0.70
1654,14,3,30,20,2.0,5,200,0,28,52,0,46,51,22,68,2,133,3,39,98,1,volatility,sigma_0.70
1655,14,3,30,20,2.0,5,200,39,21,58,48,53,16,325,63,369,466,13,2,216,10,volatility,sigma_0.70
1656,14,3,30,20,2.0,5,200,56,23,55,0,42,18,176,24,169,396,6,21,1,4,volatility,sigma_0.70
1657,14,3,30,20,2.0,5,200,43,2,74,100,36,92,280,11,319,313,4,5,254,5,volatility,sigma_0.70
1658,14,3,30,20,2.0,5,200,27,5,19,54,57,0,151,16,416,917,7,0,162,8,volatility,sigma_0.70
1659,14,3,30,20,2.0,5,200,71,32,64,35,66,35,175,0,366,322,9,11,66,12,volatility,sigma_0.70
1660,14,3,30,20,2.0,5,200,0,23,10,0,102,11,74,62,482,3,3,7,248,21,volatility,sigma_0.70
1661,14,3,30,20,2.0,5,200,7,29,20,74,4,27,138,27,266,88,3,26,290,9,volatility,sigma_0.70
1662,14,3,30,20,2.0,5,200,40,22,63,19,20,15,352,47,278,376,0,47,200,15,volatility,sigma_0.70
1663,14,3,30,20,2.0,5,200,0,23,30,4,14,3,15,36,153,370,21,18,1,8,volatility,sigma_0.70
1664,14,3,30,20,2.0,5,200,55,14,82,79,0,32,181,61,477,490,13,29,132,0,volatility,sigma_0.70
1665,14,3,30,20,2.0,5,200,30,18,6,115,76,1,293,27,95,526,9,46,60,0,volatility,sigma_0.70
1666,14,3,30,20,2.0,5,200,24,23,14,4,52,0,182,26,282,9,19,17,230,16,volatility,sigma_0.70
1667,14,3,30,20,2.0,5,200,5,24,0,2,106,53,367,25,225,410,9,9,55,11,volatility,sigma_0.70
1668,14,3,30,20,2.0,5,200,7,3,51,56,74,21,88,45,90,161,5,17,336,0,volatility,sigma_0.70
1669,14,3,30,20,2.0,5,200,57,22,83,191,90,49,12,5,262,3,14,0,270,7,volatility,sigma_0.70
1670,14,3,30,20,2.0,5,200,32,7,0,111,87,22,219,25,252,459,13,38,204,10,volatility,sigma_0.70
1671,14,3,30,20,2.0,5,200,14,9,62,0,79,24,64,8,309,296,21,2,89,9,volatility,sigma_0.70
1672,14,3,30,20,2.0,5,200,14,15,48,80,92,2,185,19,273,390,3,7,203,10,volatility,sigma_0.70
1673,14,3,30,20,2.0,5,200,25,21,60,37,18,3,153,0,224,555,7,12,359,20,volatility,sigma_0.70
1674,14,3,30,20,2.0,5,200,13,16,49,68,102,31,174,51,384,496,13,0,98,15,volatility,sigma_0.70
1675,14,3,30,20,2.0,5,200,35,23,92,10,80,23,248,33,522,327,5,25,184,17,volatility,sigma_0.70
1676,14,3,30,20,2.0,5,200,39,40,36,55,25,31,174,41,219,171,3,14,269,19,volatility,sigma_0.70
1677,14,3,30,20,2.0,5,200,28,5,37,147,76,41,251,72,40,217,6,28,166,15,volatility,sigma_0.70
1678,14,3,30,20,2.0,5,200,19,29,38,89,82,53,187,55,466,407,4,28,146,0,volatility,sigma_0.70
1679,14,3,30,20,2.0,5,200,39,16,72,28,0,33,189,37,213,75,9,15,262,12,volatility,sigma_0.70
1680,14,3,30,20,2.0,5,200,24,33,32,83,39,64,159,37,189,341,18,31,152,21,volatility,sigma_0.70
1681,14,3,30,20,2.0,5,200,48,10,1,42,58,42,292,8,145,52,0,11,188,15,volatility,sigma_0.70
1682,14,3,30,20,2.0,5,200,10,6,0,69,21,64,193,30,115,3,0,11,76,3,volatility,sigma_0.70
1683,14,3,30,20,2.0,5,200,37,20,27,141,0,31,127,21,107,298,8,14,13,0,volatility,sigma_0.70
1684,14,3,30,20,2.0,5,200,23,10,34,55,28,25,60,72,92,222,4,9,152,9,volatility,sigma_0.70
1685,14,3,30,20,2.0,5,200,20,12,19,76,109,11,191,36,308,446,11,19,104,4,volatility,sigma_0.70
1686,14,3,30,20,2.0,5,200,27,1,23,106,48,48,304,30,240,236,4,6,238,11,volatility,sigma_0.70
1687,14,3,30,20,2.0,5,200,68,25,19,95,35,55,98,9,93,143,4,11,239,22,volatility,sigma_0.70
1688,14,3,30,20,2.0,5,200,2,28,26,74,0,41,1,42,247,340,4,27,191,8,volatility,sigma_0.70
1689,14,3,30,20,2.0,5,200,44,13,54,54,51,42,108,4,250,549,12,24,145,15,volatility,sigma_0.70
1690,14,3,30,20,2.0,5,200,26,10,70,37,73,53,209,4,213,257,6,21,230,6,volatility,sigma_0.70
1691,14,3,30,20,2.0,5,200,26,12,72,49,6,0,188,16,308,20,6,1,195,14,volatility,sigma_0.70
1692,14,3,30,20,2.0,5,200,37,3,19,69,0,24,309,30,2,172,5,49,324,15,volatility,sigma_0.70
1693,14,3,30,20,2.0,5,200,22,27,8,105,74,26,269,24,24,505,9,28,341,4,volatility,sigma_0.70
1694,14,3,30,20,2.0,5,200,26,31,58,30,14,18,72,40,221,358,4,19,1,11,volatility,sigma_0.70
1695,14,3,30,20,2.0,5,200,54,0,53,34,70,33,192,36,405,372,5,21,111,11,volatility,sigma_0.70
1696,14,3,30,20,2.0,5,200,21,7,45,62,78,21,1,26,2,387,0,6,111,20,volatility,sigma_0.70
1697,14,3,30,20,2.0,5,200,7,15,56,122,69,52,240,5,262,478,3,11,65,15,volatility,sigma_0.70
1698,14,3,30,20,2.0,5,200,28,11,4,57,27,35,29,39,145,37,0,3,128,10,volatility,sigma_0.70
1699,14,3,30,20,2.0,5,200,35,18,18,104,31,39,132,44,178,382,9,31,64,0,volatility,sigma_0.70
1700,14,3,30,20,2.0,5,200,9,26,35,63,11,31,42,13,150,393,13,28,1,9,volatility,sigma_0.70
1701,14,3,30,20,2.0,5,200,25,0,40,49,61,31,92,57,2,286,0,7,205,1,volatility,sigma_0.70
1702,14,3,30,20,2.0,5,200,0,40,1,129,39,18,209,67,41,192,15,24,265,13,volatility,sigma_0.70
1703,14,3,30,20,2.0,5,200,67,16,46,73,40,47,174,54,348,389,13,5,92,15,volatility,sigma_0.70
1704,14,3,30,20,2.0,5,200,59,0,24,60,17,12,199,73,2,264,13,30,183,22,volatility,sigma_0.70
1705,14,3,30,20,2.0,5,200,30,28,21,62,6,48,137,43,163,423,12,6,51,9,volatility,sigma_0.70
1706,14,3,30,20,2.0,5,200,43,34,48,102,0,72,213,33,185,67,4,46,46,2,volatility,sigma_0.70
1707,14,3,30,20,2.0,5,200,15,2,40,105,25,1,180,33,357,204,8,17,159,7,volatility,sigma_0.70
1708,14,3,30,20,2.0,5,200,18,0,24,90,71,20,286,34,13,3,18,14,22,0,volatility,sigma_0.70
1709,14,3,30,20,2.0,5,200,21,19,20,15,27,56,3,19,387,403,11,10,153,6,volatility,sigma_0.70
1710,14,3,30,20,2.0,5,200,11,3,61,57,54,33,196,28,139,128,0,4,111,0,volatility,sigma_0.70
1711,14,3,30,20,2.0,5,200,0,25,46,41,116,0,252,32,325,322,0,21,185,0,volatility,sigma_0.70
1712,14,3,30,20,2.0,5,200,70,18,58,11,66,52,176,34,78,254,6,28,60,13,volatility,sigma_0.70
1713,14,3,30,20,2.0,5,200,12,12,57,30,65,41,121,63,221,531,22,16,217,5,volatility,sigma_0.70
1714,14,3,30,20,2.0,5,200,8,12,1,20,63,19,224,42,482,410,17,25,182,18,volatility,sigma_0.70
1715,14,3,30,20,2.0,5,200,44,17,45,82,23,15,299,80,73,159,17,27,221,16,volatility,sigma_0.70
1716,14,3,30,20,2.0,5,200,24,18,47,23,54,55,114,38,240,240,14,10,289,14,volatility,sigma_0.70
1717,14,3,30,20,2.0,5,200,10,32,44,29,79,40,1,22,251,3,10,22,25,11,volatility,sigma_0.70
1718,14,3,30,20,2.0,5,200,30,2,65,95,35,25,226,30,2,402,4,14,303,9,volatility,sigma_0.70
1719,14,3,30,20,2.0,5,200,30,20,54,21,43,30,178,42,590,53,16,36,201,5,volatility,sigma_0.70
1720,14,3,30,20,2.0,5,200,64,0,20,109,33,63,1,7,131,387,8,13,299,20,volatility,sigma_0.70
1721,14,3,30,20,2.0,5,200,21,0,0,70,65,31,142,15,306,652,0,18,48,0,volatility,sigma_0.70
1722,14,3,30,20,2.0,5,200,6,18,51,121,45,0,124,1,32,421,11,28,112,15,volatility,sigma_0.70
1723,14,3,30,20,2.0,5,200,21,26,49,51,51,29,317,41,209,249,15,29,121,1,volatility,sigma_0.70
1724,14,3,30,20,2.0,5,200,11,13,77,49,26,0,308,48,327,501,8,21,306,11,volatility,sigma_0.70
1725,14,3,30,20,2.0,5,200,42,24,58,54,43,46,231,63,291,425,6,11,231,5,volatility,sigma_0.70
1726,14,3,30,20,2.0,5,200,29,29,74,72,35,27,241,34,127,555,11,11,200,16,volatility,sigma_0.70
1727,14,3,30,20,2.0,5,200,8,12,33,78,64,18,1,60,45,356,9,22,323,31,volatility,sigma_0.70
1728,14,3,30,20,2.0,5,200,0,25,35,104,75,59,179,13,346,324,8,13,255,21,volatility,sigma_0.70
1729,14,3,30,20,2.0,5,200,4,21,29,0,49,12,1,15,58,164,0,14,75,12,volatility,sigma_0.70
1730,14,3,30,20,2.0,5,200,42,17,33,48,18,12,223,0,198,232,14,0,151,12,volatility,sigma_0.70
1731,14,3,30,20,2.0,5,200,0,3,37,81,50,41,36,0,222,41,3,33,169,6,volatility,sigma_0.70
1732,14,3,30,20,2.0,5,200,15,21,45,8,0,69,21,47,432,330,5,0,1,12,volatility,sigma_0.70
1733,14,3,30,20,2.0,5,200,60,10,24,89,23,35,154,24,207,670,14,35,53,17,volatility,sigma_0.70
1734,14,3,30,20,2.0,5,200,43,0,55,38,0,32,206,38,193,230,27,3,241,10,volatility,sigma_0.70
1735,14,3,30,20,2.0,5,200,12,14,0,34,43,0,203,11,2,73,25,0,195,4,volatility,sigma_0.70
1736,14,3,30,20,2.0,5,200,22,21,55,31,2,43,207,28,274,206,4,20,204,12,volatility,sigma_0.70
1737,14,3,30,20,2.0,5,200,40,7,84,45,41,2,129,48,322,628,13,23,103,5,volatility,sigma_0.70
1738,14,3,30,20,2.0,5,200,50,24,9,90,65,6,206,9,2,266,11,18,451,12,volatility,sigma_0.70
1739,14,3,30,20,2.0,5,200,33,19,27,99,56,36,84,0,136,359,6,24,125,13,volatility,sigma_0.70
1740,14,3,30,20,2.0,5,200,9,17,22,0,39,62,1,37,327,783,6,11,27,17,volatility,sigma_0.70
1741,14,3,30,20,2.0,5,200,11,11,0,97,81,47,1,49,2,312,11,24,206,9,volatility,sigma_0.70
1742,14,3,30,20,2.0,5,200,0,20,42,22,0,62,279,52,110,3,15,25,110,17,volatility,sigma_0.70
1743,14,3,30,20,2.0,5,200,47,16,40,62,66,11,194,12,406,411,5,21,60,20,volatility,sigma_0.70
1744,14,3,30,20,2.0,5,200,64,22,83,66,69,55,149,36,347,435,4,0,131,0,volatility,sigma_0.70
1745,14,3,30,20,2.0,5,200,9,5,24,94,77,40,216,51,2,302,0,27,1,8,volatility,sigma_0.70
1746,14,3,30,20,2.0,5,200,41,3,66,81,56,44,112,38,211,297,5,2,114,7,volatility,sigma_0.70
1747,14,3,30,20,2.0,5,200,14,23,7,52,81,49,277,20,325,76,8,17,89,7,volatility,sigma_0.70
1748,14,3,30,20,2.0,5,200,19,4,63,52,51,33,155,37,165,597,15,20,103,9,volatility,sigma_0.70
1749,14,3,30,20,2.0,5,200,38,30,1,87,80,0,130,8,273,224,9,14,225,11,volatility,sigma_0.70
1750,14,3,30,20,2.0,5,200,34,16,56,48,98,4,1,0,2,441,13,36,39,15,volatility,sigma_0.70
1751,14,3,30,20,2.0,5,200,31,16,57,28,126,57,94,8,197,338,17,3,179,0,volatility,sigma_0.70
1752,14,3,30,20,2.0,5,200,39,13,94,0,88,0,10,0,246,53,0,22,197,10,volatility,sigma_0.70
1753,14,3,30,20,2.0,5,200,26,34,44,93,49,6,207,18,196,364,0,0,245,5,volatility,sigma_0.70
1754,14,3,30,20,2.0,5,200,17,16,29,77,43,34,76,39,372,180,16,19,227,10,volatility,sigma_0.70
1755,14,3,30,20,2.0,5,200,29,18,73,69,60,22,314,50,221,274,16,11,1,10,volatility,sigma_0.70
1756,14,3,30,20,2.0,5,200,54,31,36,61,61,24,204,32,358,451,15,17,352,13,volatility,sigma_0.70
1757,14,3,30,20,2.0,5,200,35,7,37,64,20,23,132,36,2,271,7,19,258,24,volatility,sigma_0.70
1758,14,3,30,20,2.0,5,200,44,2,30,85,60,50,139,26,467,312,2,40,1,0,volatility,sigma_0.70
1759,14,3,30,20,2.0,5,200,46,24,51,5,43,24,93,69,56,366,18,25,280,13,volatility,sigma_0.70
1760,14,3,30,20,2.0,5,200,39,18,57,43,3,50,271,41,129,3,10,1,1,9,volatility,sigma_0.70
1761,14,3,30,20,2.0,5,200,13,18,35,34,0,12,64,4,161,59,8,23,63,12,volatility,sigma_0.70
1762,14,3,30,20,2.0,5,200,1,3,36,88,72,63,110,31,58,36,11,9,279,0,volatility,sigma_0.70
1763,14,3,30,20,2.0,5,200,40,4,17,82,23,19,64,78,119,310,8,23,85,8,volatility,sigma_0.70
1764,14,3,30,20,2.0,5,200,38,5,70,109,64,31,1,45,152,248,0,26,1,10,volatility,sigma_0.70
1765,14,3,30,20,2.0,5,200,48,10,74,28,63,2,258,56,278,217,0,14,266,10,volatility,sigma_0.70
1766,14,3,30,20,2.0,5,200,0,3,75,80,6,0,84,0,187,814,0,17,287,15,volatility,sigma_0.70
1767,14,3,30,20,2.0,5,200,26,13,7,48,52,53,84,30,70,347,15,28,27,11,volatility,sigma_0.70
1768,14,3,30,20,2.0,5,200,15,25,35,0,38,39,175,22,123,92,7,8,251,3,volatility,sigma_0.70
1769,14,3,30,20,2.0,5,200,32,15,66,105,66,37,39,8,85,457,10,32,255,4,volatility,sigma_0.70
1770,14,3,30,20,2.0,5,200,30,14,30,37,82,31,151,15,309,88,13,26,106,12,volatility,sigma_0.70
1771,14,3,30,20,2.0,5,200,33,14,40,62,49,31,34,31,248,320,16,28,58,8,volatility,sigma_0.70
1772,14,3,30,20,2.0,5,200,23,14,39,85,50,55,175,14,141,426,0,1,151,16,volatility,sigma_0.70
1773,14,3,30,20,2.0,5,200,57,12,69,63,0,29,85,57,206,31,0,19,1,6,volatility,sigma_0.70
1774,14,3,30,20,2.0,5,200,34,3,67,110,12,23,254,34,5,269,4,35,213,7,volatility,sigma_0.70
1775,14,3,30,20,2.0,5,200,32,1,18,125,46,49,174,67,2,260,21,33,289,9,volatility,sigma_0.70
1776,14,3,30,20,2.0,5,200,18,4,9,93,61,28,203,38,351,500,2,23,1,10,volatility,sigma_0.70
1777,14,3,30,20,2.0,5,200,42,1,28,60,52,24,26,33,2,251,6,18,91,0,volatility,sigma_0.70
1778,14,3,30,20,2.0,5,200,22,24,75,162,98,4,107,34,197,314,26,4,75,21,volatility,sigma_0.70
1779,14,3,30,20,2.0,5,200,17,19,68,80,51,49,56,22,288,3,19,24,166,0,volatility,sigma_0.70
1780,14,3,30,20,2.0,5,200,2,10,62,0,69,22,126,41,249,150,14,0,102,11,volatility,sigma_0.70
1781,14,3,30,20,2.0,5,200,22,0,61,7,42,33,152,63,202,389,9,28,296,10,volatility,sigma_0.70
1782,14,3,30,20,2.0,5,200,46,30,78,43,77,35,267,48,250,391,11,24,133,8,volatility,sigma_0.70
1783,14,3,30,20,2.0,5,200,67,20,23,48,78,14,1,0,2,27,1,39,145,7,volatility,sigma_0.70
1784,14,3,30,20,2.0,5,200,0,13,0,44,110,43,127,52,133,131,21,4,112,12,volatility,sigma_0.70
1785,14,3,30,20,2.0,5,200,10,21,31,87,63,24,329,18,408,546,22,22,67,24,volatility,sigma_0.70
1786,14,3,30,20,2.0,5,200,22,6,34,18,61,17,119,58,301,303,11,20,104,9,volatility,sigma_0.70
1787,14,3,30,20,2.0,5,200,40,13,51,24,25,14,90,66,316,73,13,14,78,0,volatility,sigma_0.70
1788,14,3,30,20,2.0,5,200,50,0,38,20,69,22,135,32,254,302,9,12,1,2,volatility,sigma_0.70
1789,14,3,30,20,2.0,5,200,45,11,21,0,0,15,243,21,268,173,14,15,20,8,volatility,sigma_0.70
1790,14,3,30,20,2.0,5,200,68,33,53,54,54,36,145,45,240,233,1,13,233,9,volatility,sigma_0.70
1791,14,3,30,20,2.0,5,200,36,12,10,49,12,7,276,24,101,639,15,14,194,8,volatility,sigma_0.70
1792,14,3,30,20,2.0,5,200,15,19,30,63,77,49,92,46,44,394,11,25,118,24,volatility,sigma_0.70
1793,14,3,30,20,2.0,5,200,11,25,11,81,63,31,97,38,249,675,3,12,179,8,volatility,sigma_0.70
1794,14,3,30,20,2.0,5,200,27,26,0,34,0,4,402,49,349,283,15,0,259,4,volatility,sigma_0.70
1795,14,3,30,20,2.0,5,200,18,20,48,63,2,32,250,21,403,116,10,41,78,17,volatility,sigma_0.70
1796,14,3,30,20,2.0,5,200,71,16,25,27,86,56,302,34,362,289,3,35,321,2,volatility,sigma_0.70
1797,14,3,30,20,2.0,5,200,8,15,66,12,52,17,223,15,323,266,3,20,1,6,volatility,sigma_0.70
1798,14,3,30,20,2.0,5,200,37,0,0,0,86,28,94,58,150,356,10,13,180,15,volatility,sigma_0.70
1799,14,3,30,20,2.0,5,200,26,10,30,0,53,4,216,32,225,447,3,25,178,8,volatility,sigma_0.70
1800,14,3,30,20,2.0,5,200,10,21,59,64,11,18,143,51,2,181,7,18,13,8,volatility,sigma_0.70
1801,14,3,30,20,2.0,5,200,23,4,36,37,60,11,159,15,121,362,11,14,121,0,volatility,sigma_0.70
1802,14,3,30,20,2.0,5,200,59,22,58,0,26,22,1,56,423,733,2,21,288,8,volatility,sigma_0.70
1803,14,3,30,20,2.0,5,200,18,0,71,59,22,35,166,39,178,640,9,42,209,12,volatility,sigma_0.70
1804,14,3,30,20,2.0,5,200,27,25,43,20,14,38,54,33,365,363,4,39,207,17,volatility,sigma_0.70
1805,14,3,30,20,2.0,5,200,0,18,63,131,0,55,322,0,280,429,7,13,220,5,volatility,sigma_0.70
1806,14,3,30,20,2.0,5,200,25,23,89,82,49,19,43,62,187,541,7,10,194,9,volatility,sigma_0.70
1807,14,3,30,20,2.0,5,200,4,34,22,98,71,3,44,27,82,662,8,32,203,11,volatility,sigma_0.70
1808,14,3,30,20,2.0,5,200,30,27,16,132,4,46,2,27,223,197,8,0,46,13,volatility,sigma_0.70
1809,14,3,30,20,2.0,5,200,30,7,77,8,33,19,214,36,194,3,16,16,162,4,volatility,sigma_0.70
1810,14,3,30,20,2.0,5,200,10,30,0,15,91,43,115,65,275,348,11,26,203,25,volatility,sigma_0.70
1811,14,3,30,20,2.0,5,200,25,13,5,57,103,50,92,35,19,96,11,13,40,13,volatility,sigma_0.70
1812,14,3,30,20,2.0,5,200,28,0,0,36,0,0,268,32,170,260,2,25,136,4,volatility,sigma_0.70
1813,14,3,30,20,2.0,5,200,17,2,28,49,31,31,141,40,348,424,16,8,96,14,volatility,sigma_0.70
1814,14,3,30,20,2.0,5,200,44,7,57,20,60,29,4,24,530,342,26,0,228,0,volatility,sigma_0.70
1815,14,3,30,20,2.0,5,200,29,21,63,26,77,18,132,24,42,629,10,35,259,3,volatility,sigma_0.70
1816,14,3,30,20,2.0,5,200,55,20,10,78,12,63,235,33,395,3,4,16,384,2,volatility,sigma_0.70
1817,14,3,30,20,2.0,5,200,0,0,65,35,39,46,133,40,288,209,8,23,241,4,volatility,sigma_0.70
1818,14,3,30,20,2.0,5,200,0,22,65,68,53,18,202,55,218,823,0,22,26,16,volatility,sigma_0.70
1819,14,3,30,20,2.0,5,200,0,0,22,71,26,17,131,29,428,444,7,49,201,3,volatility,sigma_0.70
1820,14,3,30,20,2.0,5,200,35,20,20,15,47,22,305,53,115,389,18,0,42,9,volatility,sigma_0.70
1821,14,3,30,20,2.0,5,200,30,14,31,46,57,53,99,94,498,579,14,48,119,4,volatility,sigma_0.70
1822,14,3,30,20,2.0,5,200,18,4,43,72,51,29,163,77,301,493,11,0,1,24,volatility,sigma_0.70
1823,14,3,30,20,2.0,5,200,18,8,46,83,66,67,307,15,352,219,9,4,1,9,volatility,sigma_0.70
1824,14,3,30,20,2.0,5,200,9,24,32,72,88,0,73,39,255,531,16,21,181,12,volatility,sigma_0.70
1825,14,3,30,20,2.0,5,200,0,13,46,79,15,3,125,83,89,546,21,20,78,13,volatility,sigma_0.70
1826,14,3,30,20,2.0,5,200,34,5,21,79,74,23,142,51,184,237,4,9,430,8,volatility,sigma_0.70
1827,14,3,30,20,2.0,5,200,58,32,34,75,48,0,1,36,147,697,8,47,99,23,volatility,sigma_0.70
1828,14,3,30,20,2.0,5,200,40,20,25,84,98,26,114,28,448,479,20,24,154,12,volatility,sigma_0.70
1829,14,3,30,20,2.0,5,200,52,12,78,75,0,48,16,56,342,369,13,35,97,15,volatility,sigma_0.70
1830,14,3,30,20,2.0,5,200,54,33,9,77,14,8,187,36,378,227,9,22,59,4,volatility,sigma_0.70
1831,14,3,30,20,2.0,5,200,53,9,73,85,0,41,204,45,189,102,19,18,57,13,volatility,sigma_0.70
1832,14,3,30,20,2.0,5,200,14,5,29,32,16,46,138,65,84,3,11,45,205,32,volatility,sigma_0.70
1833,14,3,30,20,2.0,5,200,36,17,0,77,50,21,135,33,183,738,7,22,107,15,volatility,sigma_0.70
1834,14,3,30,20,2.0,5,200,33,12,0,70,35,28,25,70,335,600,18,28,30,22,volatility,sigma_0.70
1835,14,3,30,20,2.0,5,200,10,12,59,91,63,21,86,97,204,266,5,23,170,9,volatility,sigma_0.70
1836,14,3,30,20,2.0,5,200,38,33,23,61,24,36,90,22,2,320,13,46,199,6,volatility,sigma_0.70
1837,14,3,30,20,2.0,5,200,1,2,3,138,54,17,49,14,120,576,9,0,392,2,volatility,sigma_0.70
1838,14,3,30,20,2.0,5,200,17,28,51,40,6,9,54,35,238,268,9,5,180,18,volatility,sigma_0.70
1839,14,3,30,20,2.0,5,200,26,13,42,106,16,60,194,35,388,51,13,26,51,13,volatility,sigma_0.70
1840,14,3,30,20,2.0,5,200,35,13,64,35,53,27,85,47,179,3,0,31,21,11,volatility,sigma_0.70
1841,14,3,30,20,2.0,5,200,31,11,94,67,68,35,125,34,424,528,23,23,57,6,volatility,sigma_0.70
1842,14,3,30,20,2.0,5,200,5,23,23,0,122,18,89,75,32,538,5,1,329,16,volatility,sigma_0.70
1843,14,3,30,20,2.0,5,200,49,18,56,8,48,10,4,45,380,219,8,4,150,15,volatility,sigma_0.70
1844,14,3,30,20,2.0,5,200,46,20,22,32,70,47,131,24,381,224,15,18,40,21,volatility,sigma_0.70
1845,14,3,30,20,2.0,5,200,32,7,1,5,33,70,88,70,190,51,6,2,60,3,volatility,sigma_0.70
1846,14,3,30,20,2.0,5,200,0,30,45,31,51,12,1,107,237,176,0,0,323,20,volatility,sigma_0.70
1847,14,3,30,20,2.0,5,200,45,3,82,78,65,39,1,5,134,435,0,17,131,15,volatility,sigma_0.70
1848,14,3,30,20,2.0,5,200,44,4,80,11,79,18,167,40,239,441,12,30,198,1,volatility,sigma_0.70
1849,14,3,30,20,2.0,5,200,35,9,8,47,50,35,260,67,259,408,10,30,201,9,volatility,sigma_0.70
1850,14,3,30,20,2.0,5,200,75,9,80,3,70,60,1,38,315,352,12,21,35,26,volatility,sigma_0.70
1851,14,3,30,20,2.0,5,200,19,19,21,0,15,0,264,20,134,76,10,9,254,12,volatility,sigma_0.70
1852,14,3,30,20,2.0,5,200,17,23,40,60,0,28,183,67,99,778,13,0,61,19,volatility,sigma_0.70
1853,14,3,30,20,2.0,5,200,56,15,44,11,86,9,238,68,217,503,22,23,131,9,volatility,sigma_0.70
1854,14,3,30,20,2.0,5,200,14,6,52,53,55,0,140,60,45,303,0,1,234,7,volatility,sigma_0.70
1855,14,3,30,20,2.0,5,200,68,19,54,14,32,14,38,51,337,383,4,24,1,19,volatility,sigma_0.70
