Icon,Name,Latitude,Longitude,Ell.Height (m),Code,Solution Type,PP Correction Status,Control,Note,Photo Notes,Layer,Source,Std Dev n (m),Std Dev e (m),Std Dev u (m),Std Dev Hz (m),Color,Point Symbol,Antenna Type,Antenna Height (m),Ant Height Method,Start Time,Stop Time,Duration,GPS Satellites,GLONASS Satellites,PDOP,HDOP,VDOP,Geoid Separation (m),Weighted residual n (m),Weighted residual e (m),Weighted residual u (m)
 ,20251013081322 2025-10-13 8:20:05.006492900 AM,32.0839536,54.22301192,1264.577,USER,Partial,Corrected,None,96, ,BYCODE(0), ,0.015,0.01,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 8:20, , , , ,1.196,0.63,1.017, , , , 
 ,20251013081322 2025-10-13 8:20:07.327410500 AM,32.08378593,54.22309851,1264.254,USER,Fixed,Corrected,None,97, ,BYCODE(0), ,0.015,0.01,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 8:20, , , , ,1.196,0.63,1.016, , , , 
 ,20251013081322 2025-10-13 8:20:09.314753300 AM,32.08362733,54.22319135,1264.344,USER,Fixed,Corrected,None,98, ,BYCODE(0), ,0.015,0.01,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 8:20, , , , ,1.195,0.63,1.016, , , , 
 ,20251013081322 2025-10-13 8:20:12.075374400 AM,32.08354341,54.22326566,1264.161,USER,Fixed,Corrected,None,99, ,BYCODE(0), ,0.015,0.01,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 8:20, , , , ,1.447,0.714,1.259, , , , 
 ,20251013081322 2025-10-13 8:20:15.966482200 AM,32.08370325,54.22337283,1262.691,USER,Partial,Corrected,None,100, ,BYCODE(0), ,0.015,0.01,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 8:20, , , , ,1.447,0.714,1.259, , , , 
 ,20251013081322 2025-10-13 8:20:18.119894700 AM,32.08387398,54.22346419,1262.795,USER,Fixed,Corrected,None,101, ,BYCODE(0), ,0.015,0.01,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 8:20, , , , ,1.447,0.714,1.258, , , , 
 ,20251013081322 2025-10-13 8:20:20.141975200 AM,32.08404537,54.22355552,1262.856,USER,Partial,Corrected,None,102, ,BYCODE(0), ,0.015,0.01,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 8:20, , , , ,1.447,0.714,1.258, , , , 
 ,20251013081322 2025-10-13 8:20:22.110014400 AM,32.08420724,54.22364119,1262.509,USER,Partial,Corrected,None,103, ,BYCODE(0), ,0.015,0.01,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 8:20, , , , ,1.446,0.714,1.258, , , , 
 ,20251013081322 2025-10-13 8:20:24.102702400 AM,32.08436863,54.2237278,1261.219,USER,Partial,Corrected,None,104, ,BYCODE(0), ,0.015,0.01,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 8:20, , , , ,1.446,0.714,1.258, , , , 
 ,20251013081322 2025-10-13 8:20:26.126659400 AM,32.084534,54.22381773,1259.398,USER,Fixed,Corrected,None,105, ,BYCODE(0), ,0.015,0.01,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 8:20, , , , ,1.446,0.714,1.258, , , , 
 ,20251013081322 2025-10-13 8:20:28.121409200 AM,32.08469644,54.22390592,1257.991,USER,Fixed,Corrected,None,106, ,BYCODE(0), ,0.015,0.01,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 8:20, , , , ,1.446,0.714,1.258, , , , 
 ,20251013081322 2025-10-13 8:20:30.112365700 AM,32.08485865,54.22399313,1256.837,USER,Partial,Corrected,None,107, ,BYCODE(0), ,0.015,0.01,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 8:20, , , , ,1.446,0.714,1.257, , , , 
 ,20251013081322 2025-10-13 8:20:32.103265300 AM,32.08502099,54.22408065,1255.955,USER,Partial,Corrected,None,108, ,BYCODE(0), ,0.015,0.01,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 8:20, , , , ,1.446,0.714,1.257, , , , 
 ,20251013081322 2025-10-13 8:20:34.133597900 AM,32.08518624,54.22416987,1255.159,USER,Partial,Corrected,None,109, ,BYCODE(0), ,0.015,0.01,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 8:20, , , , ,1.446,0.714,1.257, , , , 
 ,20251013081322 2025-10-13 8:20:36.124638300 AM,32.08534884,54.22425775,1253.952,USER,Partial,Corrected,None,110, ,BYCODE(0), ,0.015,0.01,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 8:20, , , , ,1.445,0.714,1.257, , , , 
 ,20251013081322 2025-10-13 8:20:38.121972300 AM,32.08551218,54.22434512,1252.756,USER,Fixed,Corrected,None,111, ,BYCODE(0), ,0.015,0.01,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 8:20, , , , ,1.445,0.714,1.257, , , , 
 ,20251013081322 2025-10-13 8:20:40.110797600 AM,32.08567451,54.2244318,1251.804,USER,Partial,Corrected,None,112, ,BYCODE(0), ,0.015,0.01,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 8:20, , , , ,1.445,0.713,1.257, , , , 
 ,20251013081322 2025-10-13 8:20:42.114658600 AM,32.08583746,54.2245203,1250.728,USER,Fixed,Corrected,None,113, ,BYCODE(0), ,0.015,0.01,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 8:20, , , , ,1.445,0.713,1.257, , , , 
 ,20251013081322 2025-10-13 8:20:44.105731500 AM,32.08600081,54.22460813,1249.892,USER,Fixed,Corrected,None,114, ,BYCODE(0), ,0.015,0.01,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 8:20, , , , ,1.445,0.713,1.256, , , , 
 ,20251013081322 2025-10-13 8:20:46.134465000 AM,32.08616824,54.22469775,1249.29,USER,Partial,Corrected,None,115, ,BYCODE(0), ,0.016,0.01,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 8:20, , , , ,1.445,0.713,1.256, , , , 
 ,20251013081322 2025-10-13 8:20:48.127595900 AM,32.08632996,54.22478496,1248.484,USER,Fixed,Corrected,None,116, ,BYCODE(0), ,0.015,0.01,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 8:20, , , , ,1.445,0.713,1.256, , , , 
 ,20251013081322 2025-10-13 8:20:50.126701600 AM,32.08649313,54.2248721,1247.083,USER,Partial,Corrected,None,117, ,BYCODE(0), ,0.015,0.01,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 8:20, , , , ,1.444,0.713,1.256, , , , 
 ,20251013081322 2025-10-13 8:20:52.119575700 AM,32.08665521,54.22495979,1246.188,USER,Fixed,Corrected,None,118, ,BYCODE(0), ,0.015,0.01,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 8:20, , , , ,1.444,0.713,1.256, , , , 
 ,20251013081322 2025-10-13 8:20:54.110406600 AM,32.08681789,54.22504782,1244.875,USER,Fixed,Corrected,None,119, ,BYCODE(0), ,0.015,0.01,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 8:20, , , , ,1.444,0.713,1.256, , , , 
 ,20251013081322 2025-10-13 8:20:56.130451900 AM,32.08698471,54.22513691,1243.994,USER,Fixed,Corrected,None,120, ,BYCODE(0), ,0.015,0.01,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 8:20, , , , ,1.444,0.713,1.255, , , , 
 ,20251013081322 2025-10-13 8:20:58.123678900 AM,32.08714727,54.22522521,1242.824,USER,Fixed,Corrected,None,121, ,BYCODE(0), ,0.015,0.01,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 8:20, , , , ,1.444,0.713,1.255, , , , 
 ,20251013081322 2025-10-13 8:20:58.851014100 AM,32.08720616,54.22525693,1242.413,USER,Fixed,Corrected,None,122, ,BYCODE(0), ,0.015,0.01,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 8:20, , , , ,1.444,0.713,1.255, , , , 
 ,20251013081322 2025-10-13 8:21:00.792266100 AM,32.0873656,54.22534033,1241.808,USER,Fixed,Corrected,None,123, ,BYCODE(0), ,0.016,0.01,0.013,0.019,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 8:21, , , , ,1.444,0.713,1.255, , , , 
 ,20251013081322 2025-10-13 8:21:02.779602100 AM,32.08752864,54.22542772,1241.923,USER,Fixed,Corrected,None,124, ,BYCODE(0), ,0.016,0.01,0.013,0.019,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 8:21, , , , ,1.443,0.713,1.255, , , , 
 ,20251013081322 2025-10-13 8:21:04.768751100 AM,32.08769034,54.22551557,1241.781,USER,Fixed,Corrected,None,125, ,BYCODE(0), ,0.016,0.01,0.013,0.019,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 8:21, , , , ,1.443,0.713,1.255, , , , 
 ,20251013081322 2025-10-13 8:21:06.789478300 AM,32.08785617,54.22560543,1241.562,USER,Fixed,Corrected,None,126, ,BYCODE(0), ,0.016,0.01,0.013,0.019,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 8:21, , , , ,1.443,0.713,1.255, , , , 
 ,20251013081322 2025-10-13 8:21:08.782224400 AM,32.08801764,54.22569336,1241.589,USER,Fixed,Corrected,None,127, ,BYCODE(0), ,0.016,0.01,0.013,0.019,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 8:21, , , , ,1.443,0.713,1.254, , , , 
 ,20251013081322 2025-10-13 8:21:10.766683600 AM,32.08817798,54.22577931,1241.462,USER,Fixed,Corrected,None,128, ,BYCODE(0), ,0.015,0.01,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 8:21, , , , ,1.443,0.713,1.254, , , , 
 ,20251013081322 2025-10-13 8:21:12.767390300 AM,32.08834003,54.22586792,1240.938,USER,Fixed,Corrected,None,129, ,BYCODE(0), ,0.015,0.01,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 8:21, , , , ,1.443,0.713,1.254, , , , 
 ,20251013081322 2025-10-13 8:21:14.768271000 AM,32.08850524,54.22595697,1241.006,USER,Fixed,Corrected,None,130, ,BYCODE(0), ,0.015,0.01,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 8:21, , , , ,1.443,0.713,1.254, , , , 
 ,20251013081322 2025-10-13 8:21:16.782124300 AM,32.08866903,54.22604553,1240.991,USER,Fixed,Corrected,None,131, ,BYCODE(0), ,0.015,0.01,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 8:21, , , , ,1.442,0.713,1.254, , , , 
 ,20251013081322 2025-10-13 8:21:18.808252600 AM,32.08882937,54.22613255,1240.654,USER,Fixed,Corrected,None,132, ,BYCODE(0), ,0.015,0.01,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 8:21, , , , ,1.442,0.713,1.254, , , , 
 ,20251013081322 2025-10-13 8:21:20.903270200 AM,32.08891391,54.22621401,1240.935,USER,Partial,Corrected,None,133, ,BYCODE(0), ,0.015,0.01,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 8:21, , , , ,1.442,0.713,1.254, , , , 
 ,20251013081322 2025-10-13 8:21:23.730751300 AM,32.08888077,54.22642379,1240.933,USER,Fixed,Corrected,None,134, ,BYCODE(0), ,0.015,0.01,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 8:21, , , , ,1.442,0.713,1.253, , , , 
 ,20251013081322 2025-10-13 8:21:26.622842300 AM,32.08882342,54.22661688,1240.819,USER,Fixed,Corrected,None,135, ,BYCODE(0), ,0.015,0.01,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 8:21, , , , ,1.442,0.713,1.253, , , , 
 ,20251013081322 2025-10-13 8:21:27.358168600 AM,32.08879696,54.22662599,1240.873,USER,Fixed,Corrected,None,136, ,BYCODE(0), ,0.015,0.01,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 8:21, , , , ,1.442,0.713,1.253, , , , 
 ,20251013081322 2025-10-13 8:21:30.068879600 AM,32.08863126,54.2265471,1240.944,USER,Fixed,Corrected,None,137, ,BYCODE(0), ,0.015,0.01,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 8:21, , , , ,1.441,0.713,1.253, , , , 
 ,20251013081322 2025-10-13 8:21:32.056377200 AM,32.08846687,54.22645952,1240.871,USER,Partial,Corrected,None,138, ,BYCODE(0), ,0.015,0.01,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 8:21, , , , ,1.441,0.713,1.253, , , , 
 ,20251013081322 2025-10-13 8:21:34.083215000 AM,32.08830219,54.22637023,1240.856,USER,Fixed,Corrected,None,139, ,BYCODE(0), ,0.015,0.01,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 8:21, , , , ,1.441,0.713,1.252, , , , 
 ,20251013081322 2025-10-13 8:21:36.075107600 AM,32.08813971,54.226282,1240.77,USER,Fixed,Corrected,None,140, ,BYCODE(0), ,0.015,0.01,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 8:21, , , , ,1.441,0.713,1.252, , , , 
 ,20251013081322 2025-10-13 8:21:38.075154100 AM,32.08797634,54.22619417,1240.783,USER,Fixed,Corrected,None,141, ,BYCODE(0), ,0.015,0.01,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 8:21, , , , ,1.441,0.713,1.252, , , , 
 ,20251013081322 2025-10-13 8:21:40.066480900 AM,32.08781351,54.22610655,1240.879,USER,Fixed,Corrected,None,142, ,BYCODE(0), ,0.015,0.01,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 8:21, , , , ,1.441,0.713,1.252, , , , 
 ,20251013081322 2025-10-13 8:21:42.091280000 AM,32.08764826,54.22601787,1240.782,USER,Fixed,Corrected,None,143, ,BYCODE(0), ,0.015,0.01,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 8:21, , , , ,1.44,0.713,1.252, , , , 
 ,20251013081322 2025-10-13 8:21:44.080209000 AM,32.08748568,54.22593041,1240.505,USER,Fixed,Corrected,None,144, ,BYCODE(0), ,0.015,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 8:21, , , , ,1.44,0.712,1.252, , , , 
 ,20251013081322 2025-10-13 8:21:46.066958200 AM,32.08732325,54.22584245,1240.473,USER,Fixed,Corrected,None,145, ,BYCODE(0), ,0.015,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 8:21, , , , ,1.44,0.712,1.251, , , , 
 ,20251013081322 2025-10-13 8:21:48.089097500 AM,32.0871581,54.22575331,1240.646,USER,Fixed,Corrected,None,146, ,BYCODE(0), ,0.015,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 8:21, , , , ,1.44,0.712,1.251, , , , 
 ,20251013081322 2025-10-13 8:21:50.080226700 AM,32.08699501,54.2256652,1240.691,USER,Fixed,Corrected,None,147, ,BYCODE(0), ,0.015,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 8:21, , , , ,1.44,0.712,1.251, , , , 
 ,20251013081322 2025-10-13 8:21:51.846406000 AM,32.08685048,54.22558753,1240.742,USER,Fixed,Corrected,None,148, ,BYCODE(0), ,0.015,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 8:21, , , , ,1.44,0.712,1.251, , , , 
 ,20251013081322 2025-10-13 8:21:53.833849400 AM,32.08668795,54.22550037,1241.439,USER,Partial,Corrected,None,149, ,BYCODE(0), ,0.015,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 8:21, , , , ,1.439,0.712,1.251, , , , 
 ,20251013081322 2025-10-13 8:21:55.821368700 AM,32.08652549,54.22541295,1242.22,USER,Partial,Corrected,None,150, ,BYCODE(0), ,0.015,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 8:21, , , , ,1.439,0.712,1.251, , , , 
 ,20251013081322 2025-10-13 8:21:57.835886500 AM,32.08636153,54.22532539,1243.191,USER,Partial,Corrected,None,151, ,BYCODE(0), ,0.015,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 8:21, , , , ,1.439,0.712,1.25, , , , 
 ,20251013081322 2025-10-13 8:21:59.831059700 AM,32.08619862,54.22523755,1244.175,USER,Partial,Corrected,None,152, ,BYCODE(0), ,0.015,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 8:21:60 AM, , , , ,1.439,0.712,1.25, , , , 
 ,20251013081322 2025-10-13 8:22:01.818504800 AM,32.08603545,54.22515005,1245.251,USER,Partial,Corrected,None,153, ,BYCODE(0), ,0.015,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 8:22, , , , ,1.439,0.712,1.25, , , , 
 ,20251013081322 2025-10-13 8:22:03.843279600 AM,32.08586987,54.22506077,1246.318,USER,Partial,Corrected,None,154, ,BYCODE(0), ,0.015,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 8:22, , , , ,1.439,0.712,1.25, , , , 
 ,20251013081322 2025-10-13 8:22:05.830428100 AM,32.08570827,54.22497315,1247.484,USER,Partial,Corrected,None,155, ,BYCODE(0), ,0.015,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 8:22, , , , ,1.438,0.712,1.25, , , , 
 ,20251013081322 2025-10-13 8:22:07.831954200 AM,32.08554446,54.22488582,1248.63,USER,Partial,Corrected,None,156, ,BYCODE(0), ,0.015,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 8:22, , , , ,1.438,0.712,1.25, , , , 
 ,20251013081322 2025-10-13 8:22:09.826798400 AM,32.08538088,54.22479869,1249.78,USER,Partial,Corrected,None,157, ,BYCODE(0), ,0.015,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 8:22, , , , ,1.438,0.712,1.249, , , , 
 ,20251013081322 2025-10-13 8:22:11.850917300 AM,32.08521603,54.2247104,1250.843,USER,Fixed,Corrected,None,158, ,BYCODE(0), ,0.015,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 8:22, , , , ,1.464,0.717,1.276, , , , 
 ,20251013081322 2025-10-13 8:22:13.849824700 AM,32.08505292,54.2246225,1251.638,USER,Partial,Corrected,None,159, ,BYCODE(0), ,0.015,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 8:22, , , , ,1.489,0.722,1.303, , , , 
 ,20251013081322 2025-10-13 8:22:15.851275000 AM,32.08488917,54.22453397,1252.479,USER,Partial,Corrected,None,160, ,BYCODE(0), ,0.015,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 8:22, , , , ,1.489,0.722,1.302, , , , 
 ,20251013081322 2025-10-13 8:22:17.839979600 AM,32.08472693,54.22444632,1253.402,USER,Partial,Corrected,None,161, ,BYCODE(0), ,0.015,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 8:22, , , , ,1.489,0.722,1.302, , , , 
 ,20251013081322 2025-10-13 8:22:19.830875200 AM,32.08456413,54.22435864,1254.37,USER,Partial,Corrected,None,162, ,BYCODE(0), ,0.015,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 8:22, , , , ,1.489,0.722,1.302, , , , 
 ,20251013081322 2025-10-13 8:22:21.830125800 AM,32.08440114,54.22427133,1255.364,USER,Fixed,Corrected,None,163, ,BYCODE(0), ,0.015,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 8:22, , , , ,1.489,0.722,1.302, , , , 
 ,20251013081322 2025-10-13 8:22:23.822961300 AM,32.08423872,54.22418361,1256.476,USER,Partial,Corrected,None,164, ,BYCODE(0), ,0.015,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 8:22, , , , ,1.488,0.722,1.302, , , , 
 ,20251013081322 2025-10-13 8:22:25.851261100 AM,32.08407258,54.22409464,1257.583,USER,Partial,Corrected,None,165, ,BYCODE(0), ,0.016,0.011,0.013,0.019,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 8:22, , , , ,1.726,0.815,1.522, , , , 
 ,20251013081322 2025-10-13 8:22:27.838177700 AM,32.08390989,54.22400761,1258.615,USER,Fixed,Corrected,None,166, ,BYCODE(0), ,0.016,0.011,0.013,0.019,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 8:22, , , , ,1.727,0.815,1.522, , , , 
 ,20251013081322 2025-10-13 8:22:29.827303400 AM,32.08374756,54.2239209,1259.626,USER,Partial,Corrected,None,167, ,BYCODE(0), ,0.016,0.011,0.013,0.019,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 8:22, , , , ,1.727,0.815,1.523, , , , 
 ,20251013081322 2025-10-13 8:22:31.851693200 AM,32.08358281,54.22383129,1260.617,USER,Fixed,Corrected,None,168, ,BYCODE(0), ,0.016,0.011,0.013,0.019,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 8:22, , , , ,1.727,0.815,1.523, , , , 
 ,20251013081322 2025-10-13 8:22:33.838603700 AM,32.08342129,54.22374352,1261.478,USER,Partial,Corrected,None,169, ,BYCODE(0), ,0.016,0.011,0.013,0.019,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 8:22, , , , ,1.727,0.815,1.523, , , , 
 ,20251013081322 2025-10-13 8:22:35.833952000 AM,32.08325792,54.22365596,1262.397,USER,Fixed,Corrected,None,170, ,BYCODE(0), ,0.016,0.011,0.013,0.019,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 8:22, , , , ,1.727,0.815,1.523, , , , 
 ,20251013081322 2025-10-13 8:22:37.897913900 AM,32.08309561,54.223571,1263.535,USER,Fixed,Corrected,None,171, ,BYCODE(0), ,0.016,0.011,0.013,0.019,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 8:22, , , , ,1.728,0.815,1.523, , , , 
 ,20251013081322 2025-10-13 8:22:39.025556100 AM,32.08301947,54.22356073,1263.952,USER,Fixed,Corrected,None,172, ,BYCODE(0), ,0.016,0.011,0.013,0.019,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 8:22, , , , ,1.728,0.815,1.524, , , , 
 ,20251013081322 2025-10-13 8:22:41.316987500 AM,32.08285282,54.22364632,1263.222,USER,Fixed,Corrected,None,173, ,BYCODE(0), ,0.016,0.011,0.013,0.019,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 8:22, , , , ,1.728,0.815,1.524, , , , 
 ,20251013081322 2025-10-13 8:22:43.339145200 AM,32.08269289,54.22374025,1262.365,USER,Fixed,Corrected,None,174, ,BYCODE(0), ,0.016,0.011,0.013,0.019,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 8:22, , , , ,1.728,0.815,1.524, , , , 
 ,20251013081322 2025-10-13 8:22:46.058306500 AM,32.08261132,54.22381445,1261.765,USER,Fixed,Corrected,None,175, ,BYCODE(0), ,0.016,0.011,0.013,0.019,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 8:22, , , , ,1.728,0.815,1.524, , , , 
 ,20251013081322 2025-10-13 8:22:49.550634900 AM,32.08277027,54.22391746,1260.025,USER,Fixed,Corrected,None,176, ,BYCODE(0), ,0.016,0.011,0.013,0.019,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 8:22, , , , ,1.729,0.815,1.525, , , , 
 ,20251013081322 2025-10-13 8:22:51.606205900 AM,32.08294032,54.2240105,1259.095,USER,Fixed,Corrected,None,177, ,BYCODE(0), ,0.016,0.011,0.013,0.019,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 8:22, , , , ,1.729,0.815,1.525, , , , 
 ,20251013081322 2025-10-13 8:22:53.630454500 AM,32.08310711,54.22410102,1258.552,USER,Fixed,Corrected,None,178, ,BYCODE(0), ,0.016,0.011,0.013,0.019,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 8:22, , , , ,1.729,0.815,1.525, , , , 
 ,20251013081322 2025-10-13 8:22:55.629509400 AM,32.08326771,54.2241888,1257.699,USER,Fixed,Corrected,None,179, ,BYCODE(0), ,0.016,0.01,0.013,0.019,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 8:22, , , , ,1.729,0.815,1.525, , , , 
 ,20251013081322 2025-10-13 8:22:57.620214500 AM,32.08342704,54.22427549,1256.659,USER,Fixed,Corrected,None,180, ,BYCODE(0), ,0.016,0.01,0.013,0.019,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 8:22, , , , ,1.73,0.815,1.526, , , , 
 ,20251013081322 2025-10-13 8:22:59.623706100 AM,32.08358937,54.22436364,1256.109,USER,Fixed,Corrected,None,181, ,BYCODE(0), ,0.016,0.01,0.013,0.019,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 8:22:60 AM, , , , ,1.73,0.815,1.526, , , , 
 ,20251013081322 2025-10-13 8:23:01.645522100 AM,32.08375697,54.22445183,1255.801,USER,Fixed,Corrected,None,182, ,BYCODE(0), ,0.016,0.01,0.013,0.019,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 8:23, , , , ,1.73,0.815,1.526, , , , 
 ,20251013081322 2025-10-13 8:23:03.634380800 AM,32.08392278,54.22453953,1255.47,USER,Fixed,Corrected,None,183, ,BYCODE(0), ,0.016,0.01,0.013,0.019,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 8:23, , , , ,1.73,0.815,1.526, , , , 
 ,20251013081322 2025-10-13 8:23:05.629230500 AM,32.08408652,54.22462755,1255.289,USER,Fixed,Corrected,None,184, ,BYCODE(0), ,0.016,0.01,0.013,0.019,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 8:23, , , , ,1.73,0.815,1.526, , , , 
 ,20251013081322 2025-10-13 8:23:07.651122600 AM,32.08425245,54.22471664,1254.474,USER,Fixed,Corrected,None,185, ,BYCODE(0), ,0.016,0.01,0.013,0.019,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 8:23, , , , ,1.73,0.815,1.527, , , , 
 ,20251013081322 2025-10-13 8:23:09.635598200 AM,32.0844123,54.22480344,1253.665,USER,Fixed,Corrected,None,186, ,BYCODE(0), ,0.016,0.01,0.013,0.019,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 8:23, , , , ,1.731,0.815,1.527, , , , 
 ,20251013081322 2025-10-13 8:23:11.624479800 AM,32.08457483,54.22489037,1252.288,USER,Fixed,Corrected,None,187, ,BYCODE(0), ,0.016,0.01,0.013,0.019,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 8:23, , , , ,1.731,0.815,1.527, , , , 
 ,20251013081322 2025-10-13 8:23:13.619810100 AM,32.08473839,54.22497802,1251.425,USER,Fixed,Corrected,None,188, ,BYCODE(0), ,0.016,0.01,0.013,0.019,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 8:23, , , , ,1.731,0.815,1.527, , , , 
